bid px,bid size,bid size cumulative,bid sum,bid sum cumulative,exchange,time
5,17527.5,0.1187,13.0178,2080.51425,228246.4678,FTX,2020-11-17 22:08:30
6,17526.5,0.2018,13.2196,3536.8477,231783.3155,FTX,2020-11-17 22:08:30
7,17525.5,0.1999,13.4195,3503.34745,235286.66295,FTX,2020-11-17 22:08:30
8,17525.0,0.1285,13.548,2251.9625,237538.62545,FTX,2020-11-17 22:08:30
9,17524.5,0.089,13.637,1559.6805,239098.30595,FTX,2020-11-17 22:08:30
10,17522.5,0.763,14.4,13369.6675,252467.97345,FTX,2020-11-17 22:08:30
11,17522.0,0.872,15.272,15279.184,267747.15745,FTX,2020-11-17 22:08:30
12,17521.5,1.1562,16.4282,20258.3583,288005.51575,FTX,2020-11-17 22:08:30
13,17517.0,0.0002,16.4284,3.5034,288009.01915,FTX,2020-11-17 22:08:30
14,17516.5,0.0097,16.4381,169.91005,288178.9292,FTX,2020-11-17 22:08:30
15,17516.0,0.0167,16.4548,292.5172,288471.4464,FTX,2020-11-17 22:08:30
16,17515.0,0.8544,17.3092,14964.816,303436.2624,FTX,2020-11-17 22:08:30
17,17510.5,0.0073,17.3165,127.82665,303564.08905,FTX,2020-11-17 22:08:30
18,17510.0,17.64,34.9565,308876.4,612440.48905,FTX,2020-11-17 22:08:30
19,17500.0,0.2731,35.2296,4779.25,617219.73905,FTX,2020-11-17 22:08:30
0,17533.5,12.73,12.73,223201.455,223201.455,FTX,2020-11-17 22:08:30
1,17532.5,0.01,12.74,175.325,223376.78,FTX,2020-11-17 22:08:30
2,17532.0,0.0317,12.7717,555.7644,223932.5444,FTX,2020-11-17 22:08:30
3,17531.5,0.0977,12.8694,1712.82755,225645.37195,FTX,2020-11-17 22:08:30
4,17528.0,0.0297,12.8991,520.5816,226165.95355,FTX,2020-11-17 22:08:30
5,17527.5,0.1187,13.0178,2080.51425,228246.4678,FTX,2020-11-17 22:08:30
6,17526.5,0.2018,13.2196,3536.8477,231783.3155,FTX,2020-11-17 22:08:30
7,17525.5,0.1999,13.4195,3503.34745,235286.66295,FTX,2020-11-17 22:08:30
8,17525.0,0.1285,13.548,2251.9625,237538.62545,FTX,2020-11-17 22:08:30
9,17524.5,0.089,13.637,1559.6805,239098.30595,FTX,2020-11-17 22:08:30
10,17522.5,0.763,14.4,13369.6675,252467.97345,FTX,2020-11-17 22:08:30
11,17522.0,0.872,15.272,15279.184,267747.15745,FTX,2020-11-17 22:08:30
12,17521.5,1.1562,16.4282,20258.3583,288005.51575,FTX,2020-11-17 22:08:30
13,17517.0,0.0002,16.4284,3.5034,288009.01915,FTX,2020-11-17 22:08:30
14,17516.5,0.0097,16.4381,169.91005,288178.9292,FTX,2020-11-17 22:08:30
15,17516.0,0.0167,16.4548,292.5172,288471.4464,FTX,2020-11-17 22:08:30
16,17515.0,0.8544,17.3092,14964.816,303436.2624,FTX,2020-11-17 22:08:30
17,17510.5,0.0073,17.3165,127.82665,303564.08905,FTX,2020-11-17 22:08:30
18,17510.0,17.64,34.9565,308876.4,612440.48905,FTX,2020-11-17 22:08:30
19,17500.0,0.2731,35.2296,4779.25,617219.73905,FTX,2020-11-17 22:08:30
0,17527.0,13.7452,13.7452,240912.1204,240912.1204,FTX,2020-11-17 22:08:40
1,17526.0,0.01,13.7552,175.26,241087.3804,FTX,2020-11-17 22:08:40
2,17525.5,0.0317,13.7869,555.55835,241642.93875,FTX,2020-11-17 22:08:40
3,17525.0,0.1425,13.9294,2497.3125,244140.25125,FTX,2020-11-17 22:08:40
4,17524.0,0.125,14.0544,2190.5,246330.75125,FTX,2020-11-17 22:08:40
5,17523.0,0.4274,14.4818,7489.3302,253820.08145,FTX,2020-11-17 22:08:40
6,17522.5,0.1678,14.6496,2940.2755,256760.35695,FTX,2020-11-17 22:08:40
7,17521.5,0.0593,14.7089,1039.02495,257799.3819,FTX,2020-11-17 22:08:40
8,17520.5,0.126,14.8349,2207.583,260006.9649,FTX,2020-11-17 22:08:40
9,17520.0,0.0297,14.8646,520.344,260527.3089,FTX,2020-11-17 22:08:40
10,17519.0,0.089,14.9536,1559.191,262086.4999,FTX,2020-11-17 22:08:40
11,17518.5,0.1186,15.0722,2077.6941,264164.194,FTX,2020-11-17 22:08:40
12,17518.0,0.4447,15.5169,7790.2546,271954.4486,FTX,2020-11-17 22:08:40
13,17517.5,0.8895,16.4064,15581.81625,287536.26485,FTX,2020-11-17 22:08:40
14,17517.0,0.0002,16.4066,3.5034,287539.76825,FTX,2020-11-17 22:08:40
15,17516.0,0.0264,16.433,462.4224,288002.19065,FTX,2020-11-17 22:08:40
16,17515.5,0.864,17.297,15133.392,303135.58265,FTX,2020-11-17 22:08:40
17,17514.5,0.593,17.89,10386.0985,313521.68115,FTX,2020-11-17 22:08:40
18,17510.5,0.0097,17.8997,169.85185,313691.533,FTX,2020-11-17 22:08:40
19,17510.0,17.64,35.5397,308876.4,622567.933,FTX,2020-11-17 22:08:40
0,17527.0,13.7452,13.7452,240912.1204,240912.1204,FTX,2020-11-17 22:08:41
1,17525.0,0.1742,13.9194,3052.855,243964.9754,FTX,2020-11-17 22:08:41
2,17524.5,0.01,13.9294,175.245,244140.2204,FTX,2020-11-17 22:08:41
3,17524.0,0.125,14.0544,2190.5,246330.7204,FTX,2020-11-17 22:08:41
4,17523.5,0.1999,14.2543,3502.94765,249833.66805,FTX,2020-11-17 22:08:41
5,17523.0,0.4274,14.6817,7489.3302,257322.99825,FTX,2020-11-17 22:08:41
6,17522.5,0.1678,14.8495,2940.2755,260263.27375,FTX,2020-11-17 22:08:41
7,17521.5,0.0593,14.9088,1039.02495,261302.2987,FTX,2020-11-17 22:08:41
8,17520.5,0.1187,15.0275,2079.68335,263381.98205,FTX,2020-11-17 22:08:41
9,17520.0,0.0297,15.0572,520.344,263902.32605,FTX,2020-11-17 22:08:41
10,17519.0,0.089,15.1462,1559.191,265461.51705,FTX,2020-11-17 22:08:41
11,17518.5,0.5706,15.7168,9996.0561,275457.57315,FTX,2020-11-17 22:08:41
12,17518.0,0.01,15.7268,175.18,275632.75315,FTX,2020-11-17 22:08:41
13,17517.5,0.8895,16.6163,15581.81625,291214.5694,FTX,2020-11-17 22:08:41
14,17517.0,0.0002,16.6165,3.5034,291218.0728,FTX,2020-11-17 22:08:41
15,17516.0,0.0167,16.6332,292.5172,291510.59,FTX,2020-11-17 22:08:41
16,17515.5,0.864,17.4972,15133.392,306643.982,FTX,2020-11-17 22:08:41
17,17514.5,0.593,18.0902,10386.0985,317030.0805,FTX,2020-11-17 22:08:41
18,17510.5,0.0097,18.0999,169.85185,317199.93235,FTX,2020-11-17 22:08:41
19,17510.0,17.64,35.7399,308876.4,626076.33235,FTX,2020-11-17 22:08:41
0,17523.5,12.587,12.587,220568.2945,220568.2945,FTX,2020-11-17 22:08:45
1,17522.5,0.261,12.848,4573.3725,225141.667,FTX,2020-11-17 22:08:45
2,17520.5,0.1999,13.0479,3502.34795,228644.01495,FTX,2020-11-17 22:08:45
3,17520.0,0.125,13.1729,2190.0,230834.01495,FTX,2020-11-17 22:08:45
4,17519.5,0.4868,13.6597,8528.4926,239362.50755,FTX,2020-11-17 22:08:45
5,17518.5,0.6226,14.2823,10907.0181,250269.52565,FTX,2020-11-17 22:08:45
6,17517.5,0.8895,15.1718,15581.81625,265851.3419,FTX,2020-11-17 22:08:45
7,17517.0,0.0299,15.2017,523.7583,266375.1002,FTX,2020-11-17 22:08:45
8,17516.5,0.089,15.2907,1558.9685,267934.0687,FTX,2020-11-17 22:08:45
9,17516.0,0.2908,15.5815,5093.6528,273027.7215,FTX,2020-11-17 22:08:45
10,17515.5,0.874,16.4555,15308.547,288336.2685,FTX,2020-11-17 22:08:45
11,17514.5,0.3262,16.7817,5713.2299,294049.4984,FTX,2020-11-17 22:08:45
12,17510.5,0.0097,16.7914,169.85185,294219.35025,FTX,2020-11-17 22:08:45
13,17510.0,17.64,34.4314,308876.4,603095.75025,FTX,2020-11-17 22:08:45
14,17509.0,0.8549,35.2863,14968.4441,618064.19435,FTX,2020-11-17 22:08:45
15,17500.5,0.017,35.3033,297.5085,618361.70285,FTX,2020-11-17 22:08:45
16,17500.0,0.2731,35.5764,4779.25,623140.95285,FTX,2020-11-17 22:08:45
17,17495.0,0.0002,35.5766,3.499,623144.45185,FTX,2020-11-17 22:08:45
18,17485.0,17.6476,53.2242,308568.286,931712.73785,FTX,2020-11-17 22:08:45
19,17481.0,0.0015,53.2257,26.2215,931738.95935,FTX,2020-11-17 22:08:45
0,17521.5,8.6892,8.6892,152247.8178,152247.8178,FTX,2020-11-17 22:08:50
1,17518.5,0.01,8.6992,175.185,152423.0028,FTX,2020-11-17 22:08:50
2,17517.5,0.0317,8.7309,555.30475,152978.30755,FTX,2020-11-17 22:08:50
3,17517.0,0.0002,8.7311,3.5034,152981.81095,FTX,2020-11-17 22:08:50
4,17516.5,0.125,8.8561,2189.5625,155171.37345,FTX,2020-11-17 22:08:50
5,17516.0,0.0167,8.8728,292.5172,155463.89065,FTX,2020-11-17 22:08:50
6,17515.5,0.2019,9.0747,3536.37945,159000.2701,FTX,2020-11-17 22:08:50
7,17514.5,0.124,9.1987,2171.798,161172.0681,FTX,2020-11-17 22:08:50
8,17513.0,0.178,9.3767,3117.314,164289.3821,FTX,2020-11-17 22:08:50
9,17512.5,0.1186,9.4953,2076.9825,166366.3646,FTX,2020-11-17 22:08:50
10,17512.0,0.8724,10.3677,15277.4688,181643.8334,FTX,2020-11-17 22:08:50
11,17511.5,0.8895,11.2572,15576.47925,197220.31265,FTX,2020-11-17 22:08:50
12,17511.0,0.0297,11.2869,520.0767,197740.38935,FTX,2020-11-17 22:08:50
13,17510.5,0.3558,11.6427,6230.2359,203970.62525,FTX,2020-11-17 22:08:50
14,17510.0,17.64,29.2827,308876.4,512847.02525,FTX,2020-11-17 22:08:50
15,17509.0,0.0073,29.29,127.8157,512974.84095,FTX,2020-11-17 22:08:50
16,17508.5,0.3262,29.6162,5711.2727,518686.11365,FTX,2020-11-17 22:08:50
17,17507.5,0.977,30.5932,17104.8275,535790.94115,FTX,2020-11-17 22:08:50
18,17503.0,0.0097,30.6029,169.7791,535960.72025,FTX,2020-11-17 22:08:50
19,17502.5,0.8552,31.4581,14968.138,550928.85825,FTX,2020-11-17 22:08:50
0,17519.0,9.5985,9.5985,168156.1215,168156.1215,FTX,2020-11-17 22:08:55
1,17517.0,0.0002,9.5987,3.5034,168159.6249,FTX,2020-11-17 22:08:55
2,17516.0,0.0167,9.6154,292.5172,168452.1421,FTX,2020-11-17 22:08:55
3,17515.0,0.0317,9.6471,555.2255,169007.3676,FTX,2020-11-17 22:08:55
4,17514.5,0.124,9.7711,2171.798,171179.1656,FTX,2020-11-17 22:08:55
5,17512.0,0.3425,10.1136,5997.86,177177.0256,FTX,2020-11-17 22:08:55
6,17511.5,0.125,10.2386,2188.9375,179365.9631,FTX,2020-11-17 22:08:55
7,17511.0,0.0297,10.2683,520.0767,179886.0398,FTX,2020-11-17 22:08:55
8,17510.0,17.7586,28.0269,310953.086,490839.1258,FTX,2020-11-17 22:08:55
9,17508.5,0.665,28.6919,11643.1525,502482.2783,FTX,2020-11-17 22:08:55
10,17507.5,1.066,29.7579,18662.995,521145.2733,FTX,2020-11-17 22:08:55
11,17506.0,0.0073,29.7652,127.7938,521273.0671,FTX,2020-11-17 22:08:55
12,17503.0,0.3262,30.0914,5709.4786,526982.5457,FTX,2020-11-17 22:08:55
13,17500.5,0.0097,30.1011,169.75485,527152.30055,FTX,2020-11-17 22:08:55
14,17500.0,0.2731,30.3742,4779.25,531931.55055,FTX,2020-11-17 22:08:55
15,17495.5,0.0097,30.3839,169.70635,532101.2569,FTX,2020-11-17 22:08:55
16,17495.0,0.8557,31.2396,14970.4715,547071.7284,FTX,2020-11-17 22:08:55
17,17486.5,0.0073,31.2469,127.65145,547199.37985,FTX,2020-11-17 22:08:55
18,17486.0,0.0634,31.3103,1108.6124,548307.99225,FTX,2020-11-17 22:08:55
19,17485.0,17.6476,48.9579,308568.286,856876.27825,FTX,2020-11-17 22:08:55
0,17517.5,0.1999,0.1999,3501.74825,3501.74825,FTX,2020-11-17 22:09:00
1,17517.0,11.8103,12.0102,206881.0251,210382.77335,FTX,2020-11-17 22:09:00
2,17516.0,0.0167,12.0269,292.5172,210675.29055,FTX,2020-11-17 22:09:00
3,17516.0,0.9324,0.9324,16331.9184,16331.9184,FTXUS,2020-11-17 22:09:00
4,17515.0,0.975,13.0019,17077.125,227752.41555,FTX,2020-11-17 22:09:00
5,17515.0,75.8416,76.774,1328365.624,1344697.5424,FTXUS,2020-11-17 22:09:00
6,17514.5,0.2666,13.2685,4669.3657,232421.78125,FTX,2020-11-17 22:09:00
7,17512.5,0.4277,13.6962,7490.09625,239911.8775,FTX,2020-11-17 22:09:00
8,17512.0,0.0073,13.7035,127.8376,240039.7151,FTX,2020-11-17 22:09:00
9,17511.5,0.125,13.8285,2188.9375,242228.6526,FTX,2020-11-17 22:09:00
10,17511.0,0.0593,13.8878,1038.4023,243267.0549,FTX,2020-11-17 22:09:00
11,17510.5,0.0297,13.9175,520.06185,243787.11675,FTX,2020-11-17 22:09:00
12,17510.0,17.6993,31.6168,309914.743,553701.85975,FTX,2020-11-17 22:09:00
13,17508.5,0.3263,31.9431,5713.02355,559414.8833,FTX,2020-11-17 22:09:00
14,17508.0,0.0097,31.9528,169.8276,559584.7109,FTX,2020-11-17 22:09:00
15,17507.5,1.8665,33.8193,32677.74875,592262.45965,FTX,2020-11-17 22:09:00
16,17506.5,97.7845,174.5585,1711864.34925,3056561.89165,FTXUS,2020-11-17 22:09:00
17,17506.0,0.2668,34.0861,4670.6008,596933.06045,FTX,2020-11-17 22:09:00
18,17505.0,0.3262,34.4123,5710.131,602643.19145,FTX,2020-11-17 22:09:00
19,17501.5,0.0097,34.422,169.76455,602812.956,FTX,2020-11-17 22:09:00
0,17517.0,11.8103,11.8103,206881.0251,206881.0251,FTX,2020-11-17 22:09:01
1,17516.0,0.9324,0.9324,16331.9184,16331.9184,FTXUS,2020-11-17 22:09:01
2,17516.0,0.0167,11.827,292.5172,207173.5423,FTX,2020-11-17 22:09:01
3,17515.0,75.8416,76.774,1328365.624,1344697.5424,FTXUS,2020-11-17 22:09:01
4,17514.5,0.2666,12.0936,4669.3657,211842.908,FTX,2020-11-17 22:09:01
5,17513.5,0.0317,12.1253,555.17795,212398.08595,FTX,2020-11-17 22:09:01
6,17513.0,0.1999,12.3252,3500.8487,215898.93465,FTX,2020-11-17 22:09:01
7,17512.5,0.4277,12.7529,7490.09625,223389.0309,FTX,2020-11-17 22:09:01
8,17511.5,0.125,12.8779,2188.9375,225577.9684,FTX,2020-11-17 22:09:01
9,17511.0,0.0593,12.9372,1038.4023,226616.3707,FTX,2020-11-17 22:09:01
10,17510.5,0.0297,12.9669,520.06185,227136.43255,FTX,2020-11-17 22:09:01
11,17510.0,17.6993,30.6662,309914.743,537051.17555,FTX,2020-11-17 22:09:01
12,17508.5,0.3263,30.9925,5713.02355,542764.1991,FTX,2020-11-17 22:09:01
13,17507.5,0.977,31.9695,17104.8275,559869.0266,FTX,2020-11-17 22:09:01
14,17506.5,97.7845,174.5585,1711864.34925,3056561.89165,FTXUS,2020-11-17 22:09:01
15,17506.5,0.4447,32.4142,7785.14055,567654.16715,FTX,2020-11-17 22:09:01
16,17506.0,1.1563,33.5705,20242.1878,587896.35495,FTX,2020-11-17 22:09:01
17,17503.5,0.3262,33.8967,5709.6417,593605.99665,FTX,2020-11-17 22:09:01
18,17501.5,0.0097,33.9064,169.76455,593775.7612,FTX,2020-11-17 22:09:01
19,17501.0,0.8553,34.7617,14968.6053,608744.3665,FTX,2020-11-17 22:09:01
0,17517.0,11.8103,11.8103,206881.0251,206881.0251,FTX,2020-11-17 22:09:05
1,17516.0,0.0167,11.827,292.5172,207173.5423,FTX,2020-11-17 22:09:05
2,17514.5,0.2666,12.0936,4669.3657,211842.908,FTX,2020-11-17 22:09:05
3,17513.0,0.1999,12.2935,3500.8487,215343.7567,FTX,2020-11-17 22:09:05
4,17512.5,0.4277,12.7212,7490.09625,222833.85295,FTX,2020-11-17 22:09:05
5,17511.5,0.1547,12.8759,2709.02905,225542.882,FTX,2020-11-17 22:09:05
6,17511.0,0.0593,12.9352,1038.4023,226581.2843,FTX,2020-11-17 22:09:05
7,17510.0,17.6993,30.6345,309914.743,536496.0273,FTX,2020-11-17 22:09:05
8,17509.0,0.0073,30.6418,127.8157,536623.843,FTX,2020-11-17 22:09:05
9,17508.5,0.3263,30.9681,5713.02355,542336.86655,FTX,2020-11-17 22:09:05
10,17507.5,0.977,31.9451,17104.8275,559441.69405,FTX,2020-11-17 22:09:05
11,17506.5,0.7115,32.6566,12455.87475,571897.5688,FTX,2020-11-17 22:09:05
12,17505.5,0.8895,33.5461,15571.14225,587468.71105,FTX,2020-11-17 22:09:05
13,17504.0,0.0097,33.5558,169.7888,587638.49985,FTX,2020-11-17 22:09:05
14,17503.5,0.3262,33.882,5709.6417,593348.14155,FTX,2020-11-17 22:09:05
15,17501.0,0.8553,34.7373,14968.6053,608316.74685,FTX,2020-11-17 22:09:05
16,17500.0,0.2731,35.0104,4779.25,613095.99685,FTX,2020-11-17 22:09:05
17,17495.0,0.0002,35.0106,3.499,613099.49585,FTX,2020-11-17 22:09:05
18,17487.0,0.0634,35.074,1108.6758,614208.17165,FTX,2020-11-17 22:09:05
19,17485.5,0.0073,35.0813,127.64415,614335.8158,FTX,2020-11-17 22:09:05
0,17517.0,11.8103,11.8103,206881.0251,206881.0251,FTX,2020-11-17 22:09:06
1,17516.0,0.0167,11.827,292.5172,207173.5423,FTX,2020-11-17 22:09:06
2,17514.5,0.124,11.951,2171.798,209345.3403,FTX,2020-11-17 22:09:06
3,17511.5,0.4675,12.4185,8186.62625,217531.96655,FTX,2020-11-17 22:09:06
4,17510.5,0.0317,12.4502,555.08285,218087.0494,FTX,2020-11-17 22:09:06
5,17510.0,17.64,30.0902,308876.4,526963.4494,FTX,2020-11-17 22:09:06
6,17509.0,0.4278,30.518,7490.3502,534453.7996,FTX,2020-11-17 22:09:06
7,17508.5,0.0593,30.5773,1038.25405,535492.05365,FTX,2020-11-17 22:09:06
8,17508.0,0.0297,30.607,519.9876,536012.04125,FTX,2020-11-17 22:09:06
9,17507.5,0.977,31.584,17104.8275,553116.86875,FTX,2020-11-17 22:09:06
10,17507.0,0.1187,31.7027,2078.0809,555194.94965,FTX,2020-11-17 22:09:06
11,17506.5,0.4447,32.1474,7785.14055,562980.0902,FTX,2020-11-17 22:09:06
12,17505.5,0.089,32.2364,1557.9895,564538.0797,FTX,2020-11-17 22:09:06
13,17504.0,0.0073,32.2437,127.7792,564665.8589,FTX,2020-11-17 22:09:06
14,17503.5,0.3262,32.5699,5709.6417,570375.5006,FTX,2020-11-17 22:09:06
15,17501.5,0.0097,32.5796,169.76455,570545.26515,FTX,2020-11-17 22:09:06
16,17501.0,0.8553,33.4349,14968.6053,585513.87045,FTX,2020-11-17 22:09:06
17,17500.0,0.2731,33.708,4779.25,590293.12045,FTX,2020-11-17 22:09:06
18,17495.0,0.0002,33.7082,3.499,590296.61945,FTX,2020-11-17 22:09:06
19,17485.5,0.017,33.7252,297.2535,590593.87295,FTX,2020-11-17 22:09:06
0,17517.0,11.8103,11.8103,206881.0251,206881.0251,FTX,2020-11-17 22:09:06
1,17516.0,0.0167,11.827,292.5172,207173.5423,FTX,2020-11-17 22:09:06
2,17514.5,0.124,11.951,2171.798,209345.3403,FTX,2020-11-17 22:09:06
3,17511.5,0.4675,12.4185,8186.62625,217531.96655,FTX,2020-11-17 22:09:06
4,17510.5,0.0317,12.4502,555.08285,218087.0494,FTX,2020-11-17 22:09:06
5,17510.0,17.64,30.0902,308876.4,526963.4494,FTX,2020-11-17 22:09:06
6,17509.0,0.4278,30.518,7490.3502,534453.7996,FTX,2020-11-17 22:09:06
7,17508.5,0.0593,30.5773,1038.25405,535492.05365,FTX,2020-11-17 22:09:06
8,17508.0,0.0297,30.607,519.9876,536012.04125,FTX,2020-11-17 22:09:06
9,17507.5,0.977,31.584,17104.8275,553116.86875,FTX,2020-11-17 22:09:06
10,17507.0,0.1187,31.7027,2078.0809,555194.94965,FTX,2020-11-17 22:09:06
11,17506.5,0.4447,32.1474,7785.14055,562980.0902,FTX,2020-11-17 22:09:06
12,17505.5,0.089,32.2364,1557.9895,564538.0797,FTX,2020-11-17 22:09:06
13,17504.0,0.0073,32.2437,127.7792,564665.8589,FTX,2020-11-17 22:09:06
14,17503.5,0.3262,32.5699,5709.6417,570375.5006,FTX,2020-11-17 22:09:06
15,17501.5,0.0097,32.5796,169.76455,570545.26515,FTX,2020-11-17 22:09:06
16,17501.0,0.8553,33.4349,14968.6053,585513.87045,FTX,2020-11-17 22:09:06
17,17500.0,0.2731,33.708,4779.25,590293.12045,FTX,2020-11-17 22:09:06
18,17495.0,0.0002,33.7082,3.499,590296.61945,FTX,2020-11-17 22:09:06
19,17485.5,0.017,33.7252,297.2535,590593.87295,FTX,2020-11-17 22:09:06
0,17516.0,0.0167,0.0167,292.5172,292.5172,FTX,2020-11-17 22:09:11
1,17515.0,9.5428,9.5595,167142.142,167434.6592,FTX,2020-11-17 22:09:11
2,17511.5,0.125,9.6845,2188.9375,169623.5967,FTX,2020-11-17 22:09:11
3,17511.0,0.1426,9.8271,2497.0686,172120.6653,FTX,2020-11-17 22:09:11
4,17510.5,0.1737,10.0008,3041.57385,175162.23915,FTX,2020-11-17 22:09:11
5,17510.0,17.6993,27.7001,309914.743,485076.98215,FTX,2020-11-17 22:09:11
6,17509.0,0.4278,28.1279,7490.3502,492567.33235,FTX,2020-11-17 22:09:11
7,17508.0,0.0297,28.1576,519.9876,493087.31995,FTX,2020-11-17 22:09:11
8,17507.0,0.3186,28.4762,5577.7302,498665.05015,FTX,2020-11-17 22:09:11
9,17506.0,0.1852,28.6614,3242.1112,501907.16135,FTX,2020-11-17 22:09:11
10,17505.5,0.089,28.7504,1557.9895,503465.15085,FTX,2020-11-17 22:09:11
11,17503.5,0.4447,29.1951,7783.80645,511248.9573,FTX,2020-11-17 22:09:11
12,17503.0,0.2668,29.4619,4669.8004,515918.7577,FTX,2020-11-17 22:09:11
13,17502.0,0.8895,30.3514,15568.029,531486.7867,FTX,2020-11-17 22:09:11
14,17501.5,0.0097,30.3611,169.76455,531656.55125,FTX,2020-11-17 22:09:11
15,17501.0,0.8553,31.2164,14968.6053,546625.15655,FTX,2020-11-17 22:09:11
16,17500.5,0.3275,31.5439,5731.41375,552356.5703,FTX,2020-11-17 22:09:11
17,17500.0,0.2731,31.817,4779.25,557135.8203,FTX,2020-11-17 22:09:11
18,17495.0,0.0002,31.8172,3.499,557139.3193,FTX,2020-11-17 22:09:11
19,17485.5,0.017,31.8342,297.2535,557436.5728,FTX,2020-11-17 22:09:11
0,17516.0,0.0167,0.0167,292.5172,292.5172,FTX,2020-11-17 22:09:15
1,17515.0,9.5428,9.5595,167142.142,167434.6592,FTX,2020-11-17 22:09:15
2,17511.5,0.125,9.6845,2188.9375,169623.5967,FTX,2020-11-17 22:09:15
3,17510.5,0.142,9.8265,2486.491,172110.0877,FTX,2020-11-17 22:09:15
4,17510.0,17.6993,27.5258,309914.743,482024.8307,FTX,2020-11-17 22:09:15
5,17508.0,0.0297,27.5555,519.9876,482544.8183,FTX,2020-11-17 22:09:15
6,17507.0,0.1187,27.6742,2078.0809,484622.8992,FTX,2020-11-17 22:09:15
7,17506.5,0.0073,27.6815,127.79745,484750.69665,FTX,2020-11-17 22:09:15
8,17506.0,0.1779,27.8594,3114.3174,487865.01405,FTX,2020-11-17 22:09:15
9,17505.5,0.089,27.9484,1557.9895,489423.00355,FTX,2020-11-17 22:09:15
10,17505.0,0.686,28.6344,12008.43,501431.43355,FTX,2020-11-17 22:09:15
11,17504.0,0.4447,29.0791,7784.0288,509215.46235,FTX,2020-11-17 22:09:15
12,17503.0,0.2668,29.3459,4669.8004,513885.26275,FTX,2020-11-17 22:09:15
13,17501.5,0.0097,29.3556,169.76455,514055.0273,FTX,2020-11-17 22:09:15
14,17501.0,0.8895,30.2451,15567.1395,529622.1668,FTX,2020-11-17 22:09:15
15,17500.5,0.3275,30.5726,5731.41375,535353.58055,FTX,2020-11-17 22:09:15
16,17500.0,0.2731,30.8457,4779.25,540132.83055,FTX,2020-11-17 22:09:15
17,17495.0,0.0099,30.8556,173.2005,540306.03105,FTX,2020-11-17 22:09:15
18,17494.5,0.8557,31.7113,14970.04365,555276.0747,FTX,2020-11-17 22:09:15
19,17485.5,0.0073,31.7186,127.64415,555403.71885,FTX,2020-11-17 22:09:15
0,17516.0,0.0167,0.0167,292.5172,292.5172,FTX,2020-11-17 22:09:15
1,17515.0,9.5428,9.5595,167142.142,167434.6592,FTX,2020-11-17 22:09:15
2,17514.5,0.1075,9.667,1882.80875,169317.46795,FTX,2020-11-17 22:09:15
3,17511.5,0.1567,9.8237,2744.05205,172061.52,FTX,2020-11-17 22:09:15
4,17510.5,0.1999,10.0236,3500.34895,175561.86895,FTX,2020-11-17 22:09:15
5,17510.0,17.6993,27.7229,309914.743,485476.61195,FTX,2020-11-17 22:09:15
6,17508.0,0.1724,27.8953,3018.3792,488494.99115,FTX,2020-11-17 22:09:15
7,17507.0,0.1187,28.014,2078.0809,490573.07205,FTX,2020-11-17 22:09:15
8,17506.5,0.0073,28.0213,127.79745,490700.8695,FTX,2020-11-17 22:09:15
9,17506.0,0.1779,28.1992,3114.3174,493815.1869,FTX,2020-11-17 22:09:15
10,17505.5,0.089,28.2882,1557.9895,495373.1764,FTX,2020-11-17 22:09:15
11,17505.0,1.1139,29.4021,19498.8195,514871.9959,FTX,2020-11-17 22:09:15
12,17504.0,0.4447,29.8468,7784.0288,522656.0247,FTX,2020-11-17 22:09:15
13,17503.5,0.8895,30.7363,15569.36325,538225.38795,FTX,2020-11-17 22:09:15
14,17503.0,0.2668,31.0031,4669.8004,542895.18835,FTX,2020-11-17 22:09:15
15,17501.0,0.0097,31.0128,169.7597,543064.94805,FTX,2020-11-17 22:09:15
16,17500.5,0.3275,31.3403,5731.41375,548796.3618,FTX,2020-11-17 22:09:15
17,17500.0,0.2731,31.6134,4779.25,553575.6118,FTX,2020-11-17 22:09:15
18,17495.0,0.0099,31.6233,173.2005,553748.8123,FTX,2020-11-17 22:09:15
19,17494.5,0.8557,32.479,14970.04365,568718.85595,FTX,2020-11-17 22:09:15
0,17516.0,0.0167,0.0167,292.5172,292.5172,FTX,2020-11-17 22:09:20
1,17515.0,9.5428,9.5595,167142.142,167434.6592,FTX,2020-11-17 22:09:20
2,17514.5,0.1075,9.667,1882.80875,169317.46795,FTX,2020-11-17 22:09:20
3,17512.0,0.1999,9.8669,3500.6488,172818.11675,FTX,2020-11-17 22:09:20
4,17511.5,0.125,9.9919,2188.9375,175007.05425,FTX,2020-11-17 22:09:20
5,17510.5,0.0317,10.0236,555.08285,175562.1371,FTX,2020-11-17 22:09:20
6,17510.0,17.6993,27.7229,309914.743,485476.8801,FTX,2020-11-17 22:09:20
7,17508.0,0.1724,27.8953,3018.3792,488495.2593,FTX,2020-11-17 22:09:20
8,17507.0,0.0593,27.9546,1038.1651,489533.4244,FTX,2020-11-17 22:09:20
9,17506.5,0.0073,27.9619,127.79745,489661.22185,FTX,2020-11-17 22:09:20
10,17506.0,0.2373,28.1992,4154.1738,493815.39565,FTX,2020-11-17 22:09:20
11,17505.5,0.089,28.2882,1557.9895,495373.38515,FTX,2020-11-17 22:09:20
12,17505.0,1.1139,29.4021,19498.8195,514872.20465,FTX,2020-11-17 22:09:20
13,17504.0,0.4447,29.8468,7784.0288,522656.23345,FTX,2020-11-17 22:09:20
