bid px,bid size,bid size cumulative,bid sum,bid sum cumulative,exchange,time
4,17572.0,0.4561,15.5276,8014.5892,272881.1406,FTX,2020-11-17 22:39:46
5,17571.0,0.0219,15.5495,384.8049,273265.9455,FTX,2020-11-17 22:39:46
6,17571.0,1.0812,14.9299,18997.7652,262360.9703,FTXUS,2020-11-17 22:39:46
7,17570.5,13.5722,29.1217,238470.3401,511736.2856,FTX,2020-11-17 22:39:46
8,17570.0,0.089,29.2107,1563.73,513300.0156,FTX,2020-11-17 22:39:46
9,17569.5,0.2032,29.4139,3570.1224,516870.138,FTX,2020-11-17 22:39:46
10,17565.5,0.0594,29.4733,1043.3907,517913.5287,FTX,2020-11-17 22:39:46
11,17565.0,0.01,29.4833,175.65,518089.1787,FTX,2020-11-17 22:39:46
12,17564.5,1.019,30.5023,17898.2255,535987.4042,FTX,2020-11-17 22:39:46
13,17564.0,0.0594,30.5617,1043.3016,537030.7058,FTX,2020-11-17 22:39:46
14,17563.5,0.4522,31.0139,7942.2147,544972.9205,FTX,2020-11-17 22:39:46
15,17563.0,1.0086,32.0225,17714.0418,562686.9623,FTX,2020-11-17 22:39:46
16,17562.0,0.1186,32.1411,2082.8532,564769.8155,FTX,2020-11-17 22:39:46
17,17559.5,1.1198,33.2609,19663.1281,584432.9436,FTX,2020-11-17 22:39:46
18,17559.0,0.0097,33.2706,170.3223,584603.2659,FTX,2020-11-17 22:39:46
19,17558.5,0.4515,33.7221,7927.66275,592530.92865,FTX,2020-11-17 22:39:46
0,17573.5,18.7825,18.7825,330074.26375,330074.26375,FTXUS,2020-11-17 22:39:51
1,17573.0,19.9585,19.9585,350730.7205,350730.7205,FTX,2020-11-17 22:39:51
2,17572.5,0.1641,20.1226,2883.64725,353614.36775,FTX,2020-11-17 22:39:51
3,17572.0,0.4264,20.549,7492.7008,361107.06855,FTX,2020-11-17 22:39:51
4,17571.0,1.0812,19.8637,18997.7652,349072.02895,FTXUS,2020-11-17 22:39:51
5,17570.5,73.9303,93.794,1298992.33615,1648064.3651,FTXUS,2020-11-17 22:39:51
6,17569.5,0.2032,20.7522,3570.1224,364677.19095,FTX,2020-11-17 22:39:51
7,17569.0,0.1293,20.8815,2271.6717,366948.86265,FTX,2020-11-17 22:39:51
8,17567.0,0.0594,20.9409,1043.4798,367992.34245,FTX,2020-11-17 22:39:51
9,17566.5,0.4449,21.3858,7815.33585,375807.6783,FTX,2020-11-17 22:39:51
10,17566.0,0.01,21.3958,175.66,375983.3383,FTX,2020-11-17 22:39:51
11,17565.5,0.986,22.3818,17319.583,393302.9213,FTX,2020-11-17 22:39:51
12,17565.0,0.1187,22.5005,2084.9655,395387.8868,FTX,2020-11-17 22:39:51
13,17563.5,0.089,22.5895,1563.1515,396951.0383,FTX,2020-11-17 22:39:51
14,17562.0,0.3851,22.9746,6763.1262,403714.1645,FTX,2020-11-17 22:39:51
15,17561.0,0.0097,22.9843,170.3417,403884.5062,FTX,2020-11-17 22:39:51
16,17560.5,0.3265,23.3108,5733.50325,409618.00945,FTX,2020-11-17 22:39:51
17,17559.5,0.8527,24.1635,14972.98565,424590.9951,FTX,2020-11-17 22:39:51
18,17558.5,0.125,24.2885,2194.8125,426785.8076,FTX,2020-11-17 22:39:51
19,17557.0,0.785,25.0735,13782.245,440568.0526,FTX,2020-11-17 22:39:51
0,17574.0,0.1422,0.1422,2499.0228,2499.0228,FTX,2020-11-17 22:39:55
1,17573.5,18.7825,18.7825,330074.26375,330074.26375,FTXUS,2020-11-17 22:39:55
2,17573.0,19.9585,20.1007,350730.7205,353229.7433,FTX,2020-11-17 22:39:55
3,17572.5,0.0219,20.1226,384.83775,353614.58105,FTX,2020-11-17 22:39:55
4,17572.0,0.4264,20.549,7492.7008,361107.28185,FTX,2020-11-17 22:39:55
5,17571.0,1.0812,19.8637,18997.7652,349072.02895,FTXUS,2020-11-17 22:39:55
6,17570.5,73.9303,93.794,1298992.33615,1648064.3651,FTXUS,2020-11-17 22:39:55
7,17569.5,0.2032,20.7522,3570.1224,364677.40425,FTX,2020-11-17 22:39:55
8,17569.0,0.1293,20.8815,2271.6717,366949.07595,FTX,2020-11-17 22:39:55
9,17568.0,13.5733,34.4548,238455.7344,605404.81035,FTX,2020-11-17 22:39:55
10,17567.0,0.0594,34.5142,1043.4798,606448.29015,FTX,2020-11-17 22:39:55
11,17566.0,0.01,34.5242,175.66,606623.95015,FTX,2020-11-17 22:39:55
12,17565.5,0.0961,34.6203,1688.04455,608311.9947,FTX,2020-11-17 22:39:55
13,17565.0,0.1187,34.739,2084.9655,610396.9602,FTX,2020-11-17 22:39:55
14,17564.0,0.1184,34.8574,2079.5776,612476.5378,FTX,2020-11-17 22:39:55
15,17563.5,0.089,34.9464,1563.1515,614039.6893,FTX,2020-11-17 22:39:55
16,17562.0,0.7114,35.6578,12493.6068,626533.2961,FTX,2020-11-17 22:39:55
17,17561.5,0.3265,35.9843,5733.82975,632267.12585,FTX,2020-11-17 22:39:55
18,17560.5,0.0097,35.994,170.33685,632437.4627,FTX,2020-11-17 22:39:55
19,17560.0,0.8899,36.8839,15626.644,648064.1067,FTX,2020-11-17 22:39:55
0,17574.0,0.1422,0.1422,2499.0228,2499.0228,FTX,2020-11-17 22:39:55
1,17573.5,18.7825,18.7825,330074.26375,330074.26375,FTXUS,2020-11-17 22:39:55
2,17573.0,19.9585,20.1007,350730.7205,353229.7433,FTX,2020-11-17 22:39:55
3,17572.5,0.0219,20.1226,384.83775,353614.58105,FTX,2020-11-17 22:39:55
4,17572.0,0.4264,20.549,7492.7008,361107.28185,FTX,2020-11-17 22:39:55
5,17570.5,74.5267,93.3092,1309471.38235,1639545.6461,FTXUS,2020-11-17 22:39:55
6,17569.5,0.2032,20.7522,3570.1224,364677.40425,FTX,2020-11-17 22:39:55
7,17569.0,0.1293,20.8815,2271.6717,366949.07595,FTX,2020-11-17 22:39:55
8,17568.0,13.5733,34.4548,238455.7344,605404.81035,FTX,2020-11-17 22:39:55
9,17567.0,0.0594,34.5142,1043.4798,606448.29015,FTX,2020-11-17 22:39:55
10,17566.0,0.01,34.5242,175.66,606623.95015,FTX,2020-11-17 22:39:55
11,17565.5,0.0961,34.6203,1688.04455,608311.9947,FTX,2020-11-17 22:39:55
12,17565.0,0.1187,34.739,2084.9655,610396.9602,FTX,2020-11-17 22:39:55
13,17564.0,0.1184,34.8574,2079.5776,612476.5378,FTX,2020-11-17 22:39:55
14,17563.5,0.089,34.9464,1563.1515,614039.6893,FTX,2020-11-17 22:39:55
15,17562.0,0.7114,35.6578,12493.6068,626533.2961,FTX,2020-11-17 22:39:55
16,17561.5,0.3265,35.9843,5733.82975,632267.12585,FTX,2020-11-17 22:39:55
17,17560.5,0.0097,35.994,170.33685,632437.4627,FTX,2020-11-17 22:39:55
18,17560.0,0.8899,36.8839,15626.644,648064.1067,FTX,2020-11-17 22:39:55
19,17559.5,0.8527,37.7366,14972.98565,663037.09235,FTX,2020-11-17 22:39:55
0,17574.0,0.1422,0.1422,2499.0228,2499.0228,FTX,2020-11-17 22:39:56
1,17573.5,18.7825,18.7825,330074.26375,330074.26375,FTXUS,2020-11-17 22:39:56
2,17573.0,19.9585,20.1007,350730.7205,353229.7433,FTX,2020-11-17 22:39:56
3,17572.5,0.0219,20.1226,384.83775,353614.58105,FTX,2020-11-17 22:39:56
4,17572.0,0.4264,20.549,7492.7008,361107.28185,FTX,2020-11-17 22:39:56
5,17570.5,74.5267,93.3092,1309471.38235,1639545.6461,FTXUS,2020-11-17 22:39:56
6,17569.5,0.2032,20.7522,3570.1224,364677.40425,FTX,2020-11-17 22:39:56
7,17569.0,0.1293,20.8815,2271.6717,366949.07595,FTX,2020-11-17 22:39:56
8,17568.0,13.5733,34.4548,238455.7344,605404.81035,FTX,2020-11-17 22:39:56
9,17567.0,0.0594,34.5142,1043.4798,606448.29015,FTX,2020-11-17 22:39:56
10,17566.0,0.01,34.5242,175.66,606623.95015,FTX,2020-11-17 22:39:56
11,17565.5,0.0961,34.6203,1688.04455,608311.9947,FTX,2020-11-17 22:39:56
12,17565.0,0.1187,34.739,2084.9655,610396.9602,FTX,2020-11-17 22:39:56
13,17564.0,0.1184,34.8574,2079.5776,612476.5378,FTX,2020-11-17 22:39:56
14,17563.5,0.089,34.9464,1563.1515,614039.6893,FTX,2020-11-17 22:39:56
15,17562.0,0.7114,35.6578,12493.6068,626533.2961,FTX,2020-11-17 22:39:56
16,17561.5,0.3265,35.9843,5733.82975,632267.12585,FTX,2020-11-17 22:39:56
17,17560.5,0.0097,35.994,170.33685,632437.4627,FTX,2020-11-17 22:39:56
18,17560.0,0.8899,36.8839,15626.644,648064.1067,FTX,2020-11-17 22:39:56
19,17559.5,0.8527,37.7366,14972.98565,663037.09235,FTX,2020-11-17 22:39:56
0,17578.0,15.5938,15.5938,274107.8164,274107.8164,FTX,2020-11-17 22:40:01
1,17577.5,0.1459,15.7397,2564.55725,276672.37365,FTX,2020-11-17 22:40:01
2,17575.5,0.8908,0.8908,15656.2554,15656.2554,FTXUS,2020-11-17 22:40:01
3,17575.0,0.4263,16.166,7492.2225,284164.59615,FTX,2020-11-17 22:40:01
4,17573.5,18.7825,19.6733,330074.26375,345730.51915,FTXUS,2020-11-17 22:40:01
5,17571.0,0.0219,16.1879,384.8049,284549.40105,FTX,2020-11-17 22:40:01
6,17570.5,12.3382,28.5261,216788.3431,501337.74415,FTX,2020-11-17 22:40:01
7,17570.5,73.9303,93.6036,1298992.33615,1644722.8553,FTXUS,2020-11-17 22:40:01
8,17569.5,0.2032,28.7293,3570.1224,504907.86655,FTX,2020-11-17 22:40:01
9,17567.0,0.0594,28.7887,1043.4798,505951.34635,FTX,2020-11-17 22:40:01
10,17566.5,0.5041,29.2928,8855.27265,514806.619,FTX,2020-11-17 22:40:01
11,17566.0,0.1656,29.4584,2908.9296,517715.5486,FTX,2020-11-17 22:40:01
12,17565.5,1.5189,30.9773,26680.23795,544395.78655,FTX,2020-11-17 22:40:01
13,17565.0,0.1187,31.096,2084.9655,546480.75205,FTX,2020-11-17 22:40:01
14,17564.0,0.9417,32.0377,16540.0188,563020.77085,FTX,2020-11-17 22:40:01
15,17563.5,0.2671,32.3048,4691.21085,567711.9817,FTX,2020-11-17 22:40:01
16,17561.5,0.3265,32.6313,5733.82975,573445.81145,FTX,2020-11-17 22:40:01
17,17559.0,0.0097,32.641,170.3223,573616.13375,FTX,2020-11-17 22:40:01
18,17558.5,0.125,32.766,2194.8125,575810.94625,FTX,2020-11-17 22:40:01
19,17557.5,0.0097,32.7757,170.30775,575981.254,FTX,2020-11-17 22:40:01
0,17578.0,15.5868,15.5868,273984.7704,273984.7704,FTX,2020-11-17 22:40:01
1,17577.5,0.1459,15.7327,2564.55725,276549.32765,FTX,2020-11-17 22:40:01
2,17575.5,0.8908,0.8908,15656.2554,15656.2554,FTXUS,2020-11-17 22:40:01
3,17575.0,0.4263,16.159,7492.2225,284041.55015,FTX,2020-11-17 22:40:01
4,17573.5,18.7825,19.6733,330074.26375,345730.51915,FTXUS,2020-11-17 22:40:01
5,17571.0,0.0219,16.1809,384.8049,284426.35505,FTX,2020-11-17 22:40:01
6,17570.5,73.9303,93.6036,1298992.33615,1644722.8553,FTXUS,2020-11-17 22:40:01
7,17570.5,12.3382,28.5191,216788.3431,501214.69815,FTX,2020-11-17 22:40:01
8,17569.5,0.2032,28.7223,3570.1224,504784.82055,FTX,2020-11-17 22:40:01
9,17566.5,0.5041,29.2264,8855.27265,513640.0932,FTX,2020-11-17 22:40:01
10,17566.0,0.0172,29.2436,302.1352,513942.2284,FTX,2020-11-17 22:40:01
11,17565.5,1.5189,30.7625,26680.23795,540622.46635,FTX,2020-11-17 22:40:01
12,17565.0,0.1187,30.8812,2084.9655,542707.43185,FTX,2020-11-17 22:40:01
13,17564.0,0.9417,31.8229,16540.0188,559247.45065,FTX,2020-11-17 22:40:01
14,17563.5,0.2671,32.09,4691.21085,563938.6615,FTX,2020-11-17 22:40:01
15,17561.5,0.3265,32.4165,5733.82975,569672.49125,FTX,2020-11-17 22:40:01
16,17559.0,0.0097,32.4262,170.3223,569842.81355,FTX,2020-11-17 22:40:01
17,17558.5,0.125,32.5512,2194.8125,572037.62605,FTX,2020-11-17 22:40:01
18,17557.5,0.0097,32.5609,170.30775,572207.9338,FTX,2020-11-17 22:40:01
19,17557.0,0.785,33.3459,13782.245,585990.1788,FTX,2020-11-17 22:40:01
0,17578.0,13.0374,13.0374,229171.4172,229171.4172,FTX,2020-11-17 22:40:05
1,17576.5,18.5589,18.5589,326200.50585,326200.50585,FTXUS,2020-11-17 22:40:05
2,17576.0,0.1421,13.1795,2497.5496,231668.9668,FTX,2020-11-17 22:40:05
3,17575.0,0.4263,13.6058,7492.2225,239161.1893,FTX,2020-11-17 22:40:05
4,17573.5,0.0219,13.6277,384.85965,239546.04895,FTX,2020-11-17 22:40:05
5,17573.0,0.1413,13.769,2483.0649,242029.11385,FTX,2020-11-17 22:40:05
6,17571.5,0.9566,19.5155,16808.8969,343009.40275,FTXUS,2020-11-17 22:40:05
7,17570.5,73.9303,93.4458,1298992.33615,1642001.7389,FTXUS,2020-11-17 22:40:05
8,17570.5,12.3382,26.1072,216788.3431,458817.45695,FTX,2020-11-17 22:40:05
9,17569.5,0.2032,26.3104,3570.1224,462387.57935,FTX,2020-11-17 22:40:05
10,17568.5,0.089,26.3994,1563.5965,463951.17585,FTX,2020-11-17 22:40:05
11,17568.0,0.01,26.4094,175.68,464126.85585,FTX,2020-11-17 22:40:05
12,17567.0,0.1483,26.5577,2605.1861,466732.04195,FTX,2020-11-17 22:40:05
13,17566.5,1.4535,28.0112,25532.90775,492264.9497,FTX,2020-11-17 22:40:05
14,17566.0,0.0072,28.0184,126.4752,492391.4249,FTX,2020-11-17 22:40:05
15,17565.5,0.629,28.6474,11048.6995,503440.1244,FTX,2020-11-17 22:40:05
16,17565.0,0.3857,29.0331,6774.8205,510214.9449,FTX,2020-11-17 22:40:05
17,17564.0,0.8527,29.8858,14976.8228,525191.7677,FTX,2020-11-17 22:40:05
18,17562.5,0.3264,30.2122,5732.4,530924.1677,FTX,2020-11-17 22:40:05
19,17559.0,0.0097,30.2219,170.3223,531094.49,FTX,2020-11-17 22:40:05
0,17576.5,18.5589,18.5589,326200.50585,326200.50585,FTXUS,2020-11-17 22:40:11
1,17576.5,20.4413,20.4413,359286.50945,359286.50945,FTX,2020-11-17 22:40:11
2,17576.0,0.1421,20.5834,2497.5496,361784.05905,FTX,2020-11-17 22:40:11
3,17575.0,0.4263,21.0097,7492.2225,369276.28155,FTX,2020-11-17 22:40:11
4,17573.5,0.0219,21.0316,384.85965,369661.1412,FTX,2020-11-17 22:40:11
5,17573.0,0.1413,21.1729,2483.0649,372144.2061,FTX,2020-11-17 22:40:11
6,17571.5,0.9566,19.5155,16808.8969,343009.40275,FTXUS,2020-11-17 22:40:11
7,17570.5,73.9303,93.4458,1298992.33615,1642001.7389,FTXUS,2020-11-17 22:40:11
8,17570.5,12.3382,33.5111,216788.3431,588932.5492,FTX,2020-11-17 22:40:11
9,17569.5,0.2032,33.7143,3570.1224,592502.6716,FTX,2020-11-17 22:40:11
10,17569.0,0.0593,33.7736,1041.8417,593544.5133,FTX,2020-11-17 22:40:11
11,17568.5,0.0397,33.8133,697.46945,594241.98275,FTX,2020-11-17 22:40:11
12,17568.0,0.178,33.9913,3127.104,597369.08675,FTX,2020-11-17 22:40:11
13,17567.5,0.4449,34.4362,7815.78075,605184.8675,FTX,2020-11-17 22:40:11
14,17567.0,0.089,34.5252,1563.463,606748.3305,FTX,2020-11-17 22:40:11
15,17566.5,1.0086,35.5338,17717.5719,624465.9024,FTX,2020-11-17 22:40:11
16,17566.0,0.0072,35.541,126.4752,624592.3776,FTX,2020-11-17 22:40:11
17,17565.5,0.629,36.17,11048.6995,635641.0771,FTX,2020-11-17 22:40:11
18,17565.0,0.267,36.437,4689.855,640330.9321,FTX,2020-11-17 22:40:11
19,17564.0,0.8527,37.2897,14976.8228,655307.7549,FTX,2020-11-17 22:40:11
0,17579.5,16.2565,16.2565,285781.14175,285781.14175,FTX,2020-11-17 22:40:15
1,17577.5,0.1428,16.3993,2510.067,288291.20875,FTX,2020-11-17 22:40:15
2,17577.0,0.0219,16.4212,384.9363,288676.14505,FTX,2020-11-17 22:40:15
3,17576.5,19.526,19.526,343198.739,343198.739,FTXUS,2020-11-17 22:40:15
4,17576.5,0.125,16.5462,2197.0625,290873.20755,FTX,2020-11-17 22:40:15
5,17573.5,12.573,29.1192,220951.6155,511824.82305,FTX,2020-11-17 22:40:15
6,17572.5,0.0297,29.1489,521.90325,512346.7263,FTX,2020-11-17 22:40:15
7,17570.5,73.9303,93.4563,1298992.33615,1642191.07515,FTXUS,2020-11-17 22:40:15
8,17570.5,0.01,29.1589,175.705,512522.4313,FTX,2020-11-17 22:40:15
9,17570.0,0.0593,29.2182,1041.901,513564.3323,FTX,2020-11-17 22:40:15
10,17569.5,0.2032,29.4214,3570.1224,517134.4547,FTX,2020-11-17 22:40:15
11,17569.0,0.4521,29.8735,7942.9449,525077.3996,FTX,2020-11-17 22:40:15
12,17568.0,0.1187,29.9922,2085.3216,527162.7212,FTX,2020-11-17 22:40:15
13,17567.0,0.9788,30.971,17194.5796,544357.3008,FTX,2020-11-17 22:40:15
14,17566.5,0.3857,31.3567,6775.39905,551132.69985,FTX,2020-11-17 22:40:15
15,17565.5,0.629,31.9857,11048.6995,562181.39935,FTX,2020-11-17 22:40:15
16,17564.0,0.3264,32.3121,5732.8896,567914.28895,FTX,2020-11-17 22:40:15
17,17557.5,0.0194,32.3315,340.6155,568254.90445,FTX,2020-11-17 22:40:15
18,17557.0,0.785,33.1165,13782.245,582037.14945,FTX,2020-11-17 22:40:15
19,17555.5,119.2575,212.7138,2093625.04125,3735816.1164,FTXUS,2020-11-17 22:40:15
0,17581.5,0.1421,0.1421,2498.33115,2498.33115,FTX,2020-11-17 22:40:25
1,17580.0,0.4262,0.5683,7492.596,9990.92715,FTX,2020-11-17 22:40:25
2,17578.5,14.8499,14.8499,261038.96715,261038.96715,FTXUS,2020-11-17 22:40:25
3,17578.0,0.0219,0.5902,384.9582,10375.88535,FTX,2020-11-17 22:40:25
4,17577.5,0.1141,0.7043,2005.59275,12381.4781,FTX,2020-11-17 22:40:25
5,17576.5,0.125,0.8293,2197.0625,14578.5406,FTX,2020-11-17 22:40:25
6,17576.0,0.9146,15.7645,16075.0096,277113.97675,FTXUS,2020-11-17 22:40:25
7,17573.5,12.6323,13.4616,221993.72405,236572.26465,FTX,2020-11-17 22:40:25
8,17572.0,0.1187,13.5803,2085.7964,238658.06105,FTX,2020-11-17 22:40:25
9,17571.5,0.0693,13.6496,1217.70495,239875.766,FTX,2020-11-17 22:40:25
10,17571.0,1.4237,15.0733,25015.8327,264891.5987,FTX,2020-11-17 22:40:25
11,17570.5,73.9303,89.6948,1298992.33615,1576106.3129,FTXUS,2020-11-17 22:40:25
12,17570.5,0.8524,15.9257,14977.0942,279868.6929,FTX,2020-11-17 22:40:25
13,17569.5,0.3219,16.2476,5655.62205,285524.31495,FTX,2020-11-17 22:40:25
14,17568.5,0.0072,16.2548,126.4932,285650.80815,FTX,2020-11-17 22:40:25
15,17568.0,0.5933,16.8481,10423.0944,296073.90255,FTX,2020-11-17 22:40:25
16,17565.5,0.629,17.4771,11048.6995,307122.60205,FTX,2020-11-17 22:40:25
17,17557.5,0.0194,17.4965,340.6155,307463.21755,FTX,2020-11-17 22:40:25
18,17557.0,0.785,18.2815,13782.245,321245.46255,FTX,2020-11-17 22:40:25
19,17555.5,119.2575,208.9523,2093625.04125,3669731.35415,FTXUS,2020-11-17 22:40:25
0,17581.5,0.1421,0.1421,2498.33115,2498.33115,FTX,2020-11-17 22:40:26
1,17580.0,0.4262,0.5683,7492.596,9990.92715,FTX,2020-11-17 22:40:26
2,17578.5,14.8499,14.8499,261038.96715,261038.96715,FTXUS,2020-11-17 22:40:26
3,17578.0,0.0219,0.5902,384.9582,10375.88535,FTX,2020-11-17 22:40:26
4,17577.5,0.1141,0.7043,2005.59275,12381.4781,FTX,2020-11-17 22:40:26
5,17576.5,0.125,0.8293,2197.0625,14578.5406,FTX,2020-11-17 22:40:26
6,17576.0,0.9146,15.7645,16075.0096,277113.97675,FTXUS,2020-11-17 22:40:26
7,17573.5,12.6323,13.4616,221993.72405,236572.26465,FTX,2020-11-17 22:40:26
8,17572.0,0.1187,13.5803,2085.7964,238658.06105,FTX,2020-11-17 22:40:26
9,17571.5,0.0693,13.6496,1217.70495,239875.766,FTX,2020-11-17 22:40:26
10,17571.0,1.4237,15.0733,25015.8327,264891.5987,FTX,2020-11-17 22:40:26
11,17570.5,0.8524,15.9257,14977.0942,279868.6929,FTX,2020-11-17 22:40:26
12,17570.5,73.9303,89.6948,1298992.33615,1576106.3129,FTXUS,2020-11-17 22:40:26
13,17569.5,0.3219,16.2476,5655.62205,285524.31495,FTX,2020-11-17 22:40:26
14,17569.0,68.002,157.6968,1194727.138,2770833.4509,FTXUS,2020-11-17 22:40:26
15,17568.5,0.0072,16.2548,126.4932,285650.80815,FTX,2020-11-17 22:40:26
16,17568.5,85.5507,243.2475,1502997.47295,4273830.92385,FTXUS,2020-11-17 22:40:26
17,17568.0,0.5933,16.8481,10423.0944,296073.90255,FTX,2020-11-17 22:40:26
18,17565.5,0.629,17.4771,11048.6995,307122.60205,FTX,2020-11-17 22:40:26
19,17557.5,0.0194,17.4965,340.6155,307463.21755,FTX,2020-11-17 22:40:26
0,17581.5,0.114,0.114,2004.291,2004.291,FTX,2020-11-17 22:40:30
1,17580.0,0.4262,0.5402,7492.596,9496.887,FTX,2020-11-17 22:40:30
2,17578.5,14.8499,14.8499,261038.96715,261038.96715,FTXUS,2020-11-17 22:40:30
3,17578.0,0.0219,0.5621,384.9582,9881.8452,FTX,2020-11-17 22:40:30
4,17577.5,0.1141,0.6762,2005.59275,11887.43795,FTX,2020-11-17 22:40:30
5,17576.5,0.125,0.8012,2197.0625,14084.50045,FTX,2020-11-17 22:40:30
6,17576.0,0.9146,15.7645,16075.0096,277113.97675,FTXUS,2020-11-17 22:40:30
7,17573.5,12.6323,13.4335,221993.72405,236078.2245,FTX,2020-11-17 22:40:30
8,17572.0,0.188,13.6215,3303.536,239381.7605,FTX,2020-11-17 22:40:30
9,17571.5,0.089,13.7105,1563.8635,240945.624,FTX,2020-11-17 22:40:30
10,17571.0,1.3347,15.0452,23452.0137,264397.6377,FTX,2020-11-17 22:40:30
11,17570.5,73.9303,89.6948,1298992.33615,1576106.3129,FTXUS,2020-11-17 22:40:30
12,17570.5,0.8524,15.8976,14977.0942,279374.7319,FTX,2020-11-17 22:40:30
13,17569.5,0.3291,16.2267,5782.12245,285156.85435,FTX,2020-11-17 22:40:30
14,17569.0,0.5933,16.82,10423.6877,295580.54205,FTX,2020-11-17 22:40:30
15,17568.5,85.5507,175.2455,1502997.47295,3079103.78585,FTXUS,2020-11-17 22:40:30
16,17565.5,0.629,17.449,11048.6995,306629.24155,FTX,2020-11-17 22:40:30
17,17557.5,0.0194,17.4684,340.6155,306969.85705,FTX,2020-11-17 22:40:30
18,17557.0,0.785,18.2534,13782.245,320752.10205,FTX,2020-11-17 22:40:30
19,17555.5,119.2575,294.503,2093625.04125,5172728.8271,FTXUS,2020-11-17 22:40:30
0,17581.5,0.114,0.114,2004.291,2004.291,FTX,2020-11-17 22:40:31
1,17580.0,0.4262,0.5402,7492.596,9496.887,FTX,2020-11-17 22:40:31
2,17579.0,0.0297,0.5699,522.0963,10018.9833,FTX,2020-11-17 22:40:31
3,17578.5,14.8499,14.8499,261038.96715,261038.96715,FTXUS,2020-11-17 22:40:31
4,17577.5,0.1141,0.684,2005.59275,12024.57605,FTX,2020-11-17 22:40:31
5,17576.5,0.125,0.809,2197.0625,14221.63855,FTX,2020-11-17 22:40:31
6,17576.0,0.9146,15.7645,16075.0096,277113.97675,FTXUS,2020-11-17 22:40:31
7,17573.5,12.6323,13.4413,221993.72405,236215.3626,FTX,2020-11-17 22:40:31
8,17573.0,0.1187,13.56,2085.9151,238301.2777,FTX,2020-11-17 22:40:31
9,17572.0,0.0593,13.6193,1042.0196,239343.2973,FTX,2020-11-17 22:40:31
10,17571.5,0.089,13.7083,1563.8635,240907.1608,FTX,2020-11-17 22:40:31
11,17571.0,1.3447,15.053,23627.7237,264534.8845,FTX,2020-11-17 22:40:31
12,17570.5,73.9303,89.6948,1298992.33615,1576106.3129,FTXUS,2020-11-17 22:40:31
13,17570.5,0.9708,16.0238,17057.4414,281592.3259,FTX,2020-11-17 22:40:31
14,17569.5,0.2104,16.2342,3696.6228,285288.9487,FTX,2020-11-17 22:40:31
15,17569.0,0.5933,16.8275,10423.6877,295712.6364,FTX,2020-11-17 22:40:31
16,17568.5,85.5507,175.2455,1502997.47295,3079103.78585,FTXUS,2020-11-17 22:40:31
17,17565.5,0.629,17.4565,11048.6995,306761.3359,FTX,2020-11-17 22:40:31
18,17557.5,0.0194,17.4759,340.6155,307101.9514,FTX,2020-11-17 22:40:31
19,17557.0,0.785,18.2609,13782.245,320884.1964,FTX,2020-11-17 22:40:31
0,17574.5,15.2721,15.2721,268399.52145,268399.52145,FTXUS,2020-11-17 22:40:35
1,17573.5,12.5901,12.5901,221252.12235,221252.12235,FTX,2020-11-17 22:40:35
2,17573.0,0.1469,12.737,2581.4737,223833.59605,FTX,2020-11-17 22:40:35
3,17572.5,0.4264,13.1634,7492.914,231326.51005,FTX,2020-11-17 22:40:35
4,17570.5,73.9303,89.2024,1298992.33615,1567391.8576,FTXUS,2020-11-17 22:40:35
5,17569.0,0.1993,13.3627,3501.5017,234828.01175,FTX,2020-11-17 22:40:35
6,17568.5,85.5507,174.7531,1502997.47295,3070389.33055,FTXUS,2020-11-17 22:40:35
7,17567.5,0.6753,175.4284,11863.33275,3082252.6633,FTXUS,2020-11-17 22:40:35
8,17566.5,0.0593,13.422,1041.69345,235869.7052,FTX,2020-11-17 22:40:35
9,17566.0,0.8526,14.2746,14976.7716,250846.4768,FTX,2020-11-17 22:40:35
10,17565.5,0.01,14.2846,175.655,251022.1318,FTX,2020-11-17 22:40:35
11,17564.5,0.0096,14.2942,168.6192,251190.751,FTX,2020-11-17 22:40:35
12,17564.0,0.4521,14.7463,7940.6844,259131.4354,FTX,2020-11-17 22:40:35
13,17563.5,0.1187,14.865,2084.78745,261216.22285,FTX,2020-11-17 22:40:35
14,17563.0,0.8898,15.7548,15627.5574,276843.78025,FTX,2020-11-17 22:40:35
15,17562.0,0.089,15.8438,1563.018,278406.79825,FTX,2020-11-17 22:40:35
16,17561.5,111.5978,287.0262,1959824.7647,5042077.428,FTXUS,2020-11-17 22:40:35
17,17560.0,0.0097,15.8535,170.332,278577.13025,FTX,2020-11-17 22:40:35
18,17559.5,0.3264,16.1799,5731.4208,284308.55105,FTX,2020-11-17 22:40:35
19,17557.0,0.785,16.9649,13782.245,298090.79605,FTX,2020-11-17 22:40:35
0,17574.5,15.2721,15.2721,268399.52145,268399.52145,FTXUS,2020-11-17 22:40:36
1,17574.5,0.01,0.01,175.745,175.745,FTX,2020-11-17 22:40:36
2,17573.5,12.573,12.583,220951.6155,221127.3605,FTX,2020-11-17 22:40:36
3,17573.0,0.125,12.708,2196.625,223323.9855,FTX,2020-11-17 22:40:36
4,17570.5,73.9303,89.2024,1298992.33615,1567391.8576,FTXUS,2020-11-17 22:40:36
5,17570.0,0.0593,12.7673,1041.901,224365.8865,FTX,2020-11-17 22:40:36
6,17569.5,0.0219,12.7892,384.77205,224750.65855,FTX,2020-11-17 22:40:36
7,17569.0,0.1696,12.9588,2979.7024,227730.36095,FTX,2020-11-17 22:40:36
