ask px,ask size,ask size cumulative,ask sum,ask sum cumulative,exchange,time
12,17577.5,0.2624,13.9098,4612.336,244475.37345,FTX,2020-11-17 22:47:35
13,17580.0,0.3266,14.2364,5741.628,250217.00145,FTX,2020-11-17 22:47:35
14,17582.0,1.009,15.2454,17740.238,267957.23945,FTX,2020-11-17 22:47:35
15,17582.5,0.1,15.3454,1758.25,269715.48945,FTX,2020-11-17 22:47:35
16,17584.5,0.8532,16.1986,15003.0954,284718.58485,FTX,2020-11-17 22:47:35
17,17585.0,58.1421,72.7074,1022428.8285,1278402.27195,FTXUS,2020-11-17 22:47:35
18,17589.5,0.726,16.9246,12769.977,297488.56185,FTX,2020-11-17 22:47:35
19,17593.0,65.2737,137.9811,1148360.2041,2426762.47605,FTXUS,2020-11-17 22:47:35
0,17571.5,0.1999,0.1999,3512.54285,3512.54285,FTX,2020-11-17 22:47:36
1,17571.5,15.8293,15.8293,278144.54495,278144.54495,FTXUS,2020-11-17 22:47:36
2,17572.0,0.1522,0.3521,2674.4584,6187.00125,FTX,2020-11-17 22:47:36
3,17573.0,0.0594,0.4115,1043.8362,7230.83745,FTX,2020-11-17 22:47:36
4,17573.0,1.0481,16.8774,18418.2613,296562.80625,FTXUS,2020-11-17 22:47:36
5,17573.5,0.1187,0.5302,2085.97445,9316.8119,FTX,2020-11-17 22:47:36
6,17574.5,0.935,1.4652,16432.1575,25748.9694,FTX,2020-11-17 22:47:36
7,17575.0,0.3671,1.8323,6451.7825,32200.7519,FTX,2020-11-17 22:47:36
8,17575.5,0.1187,1.951,2086.21185,34286.96375,FTX,2020-11-17 22:47:36
9,17576.0,11.4909,13.4419,201964.0584,236251.02215,FTX,2020-11-17 22:47:36
10,17576.5,0.1164,13.5583,2045.9046,238296.92675,FTX,2020-11-17 22:47:36
11,17577.0,0.0891,13.6474,1566.1107,239863.03745,FTX,2020-11-17 22:47:36
12,17577.5,0.2624,13.9098,4612.336,244475.37345,FTX,2020-11-17 22:47:36
13,17580.0,0.3266,14.2364,5741.628,250217.00145,FTX,2020-11-17 22:47:36
14,17582.0,1.009,15.2454,17740.238,267957.23945,FTX,2020-11-17 22:47:36
15,17582.5,0.1,15.3454,1758.25,269715.48945,FTX,2020-11-17 22:47:36
16,17584.5,0.8532,16.1986,15003.0954,284718.58485,FTX,2020-11-17 22:47:36
17,17585.0,58.1421,75.0195,1022428.8285,1318991.63475,FTXUS,2020-11-17 22:47:36
18,17589.5,0.726,16.9246,12769.977,297488.56185,FTX,2020-11-17 22:47:36
19,17595.5,106.7199,181.7394,1877790.00045,3196781.6352,FTXUS,2020-11-17 22:47:36
0,17570.5,0.2313,0.2313,4064.05665,4064.05665,FTX,2020-11-17 22:47:41
1,17571.5,15.8293,15.8293,278144.54495,278144.54495,FTXUS,2020-11-17 22:47:41
2,17571.5,0.3386,0.5699,5949.7099,10013.76655,FTX,2020-11-17 22:47:41
3,17572.0,0.1,0.6699,1757.2,11770.96655,FTX,2020-11-17 22:47:41
4,17572.5,0.0594,0.7293,1043.8065,12814.77305,FTX,2020-11-17 22:47:41
5,17573.0,1.0481,16.8774,18418.2613,296562.80625,FTXUS,2020-11-17 22:47:41
6,17573.5,0.1187,0.848,2085.97445,14900.7475,FTX,2020-11-17 22:47:41
7,17574.0,0.4266,1.2746,7497.0684,22397.8159,FTX,2020-11-17 22:47:41
8,17574.5,1.0537,2.3283,18518.25065,40916.06655,FTX,2020-11-17 22:47:41
9,17575.0,0.2671,2.5954,4694.2825,45610.34905,FTX,2020-11-17 22:47:41
10,17575.5,0.0255,2.6209,448.17525,46058.5243,FTX,2020-11-17 22:47:41
11,17576.0,11.4612,14.0821,201442.0512,247500.5755,FTX,2020-11-17 22:47:41
12,17576.5,0.3707,14.4528,6515.60855,254016.18405,FTX,2020-11-17 22:47:41
13,17580.0,0.3266,14.7794,5741.628,259757.81205,FTX,2020-11-17 22:47:41
14,17582.0,1.009,15.7884,17740.238,277498.05005,FTX,2020-11-17 22:47:41
15,17582.5,0.1,15.8884,1758.25,279256.30005,FTX,2020-11-17 22:47:41
16,17583.0,67.5786,84.456,1188234.5238,1484797.33005,FTXUS,2020-11-17 22:47:41
17,17584.5,0.8532,16.7416,15003.0954,294259.39545,FTX,2020-11-17 22:47:41
18,17585.0,58.1421,142.5981,1022428.8285,2507226.15855,FTXUS,2020-11-17 22:47:41
19,17589.5,0.726,17.4676,12769.977,307029.37245,FTX,2020-11-17 22:47:41
0,17568.0,12.2007,12.2007,214341.8976,214341.8976,FTXUS,2020-11-17 22:47:51
1,17570.5,0.1422,0.1422,2498.5251,2498.5251,FTX,2020-11-17 22:47:51
2,17571.0,0.3099,0.4521,5445.2529,7943.778,FTX,2020-11-17 22:47:51
3,17571.5,0.1981,0.6502,3480.91415,11424.69215,FTX,2020-11-17 22:47:51
4,17572.0,0.4267,1.0769,7497.9724,18922.66455,FTX,2020-11-17 22:47:51
5,17573.0,1.0481,13.2488,18418.2613,232760.1589,FTXUS,2020-11-17 22:47:51
6,17574.0,12.7712,13.8481,224441.0688,243363.73335,FTX,2020-11-17 22:47:51
7,17574.5,1.0537,14.9018,18518.25065,261881.984,FTX,2020-11-17 22:47:51
8,17575.0,0.1188,15.0206,2087.91,263969.894,FTX,2020-11-17 22:47:51
9,17576.5,0.2816,15.3022,4949.5424,268919.4364,FTX,2020-11-17 22:47:51
10,17578.0,0.3266,15.6288,5740.9748,274660.4112,FTX,2020-11-17 22:47:51
11,17578.5,0.01,15.6388,175.785,274836.1962,FTX,2020-11-17 22:47:51
12,17579.0,0.1,15.7388,1757.9,276594.0962,FTX,2020-11-17 22:47:51
13,17580.5,0.8532,16.592,14999.6826,291593.7788,FTX,2020-11-17 22:47:51
14,17582.0,1.009,17.601,17740.238,309334.0168,FTX,2020-11-17 22:47:51
15,17583.0,67.5786,80.8274,1188234.5238,1420994.6827,FTXUS,2020-11-17 22:47:51
16,17585.0,58.1421,138.9695,1022428.8285,2443423.5112,FTXUS,2020-11-17 22:47:51
17,17589.5,0.726,18.327,12769.977,322103.9938,FTX,2020-11-17 22:47:51
18,17595.5,106.7199,245.6894,1877790.00045,4321213.51165,FTXUS,2020-11-17 22:47:51
19,17597.0,0.879,19.206,15467.763,337571.7568,FTX,2020-11-17 22:47:51
0,17568.0,12.2007,12.2007,214341.8976,214341.8976,FTXUS,2020-11-17 22:47:51
1,17568.5,0.1423,0.1423,2499.99755,2499.99755,FTX,2020-11-17 22:47:51
2,17571.5,0.398,0.5403,6993.457,9493.45455,FTX,2020-11-17 22:47:51
3,17572.0,0.5564,1.0967,9777.0608,19270.51535,FTX,2020-11-17 22:47:51
4,17573.0,1.0481,13.2488,18418.2613,232760.1589,FTXUS,2020-11-17 22:47:51
5,17574.0,12.7712,13.8679,224441.0688,243711.58415,FTX,2020-11-17 22:47:51
6,17574.5,1.0792,14.9471,18966.4004,262677.98455,FTX,2020-11-17 22:47:51
7,17575.0,0.0891,15.0362,1565.9325,264243.91705,FTX,2020-11-17 22:47:51
8,17576.5,0.2816,15.3178,4949.5424,269193.45945,FTX,2020-11-17 22:47:51
9,17578.0,0.3366,15.6544,5916.7548,275110.21425,FTX,2020-11-17 22:47:51
10,17579.0,0.1,15.7544,1757.9,276868.11425,FTX,2020-11-17 22:47:51
11,17580.5,0.8532,16.6076,14999.6826,291867.79685,FTX,2020-11-17 22:47:51
12,17582.0,1.009,17.6166,17740.238,309608.03485,FTX,2020-11-17 22:47:51
13,17583.0,67.5786,80.8274,1188234.5238,1420994.6827,FTXUS,2020-11-17 22:47:51
14,17585.0,58.1421,138.9695,1022428.8285,2443423.5112,FTXUS,2020-11-17 22:47:51
15,17589.5,0.726,18.3426,12769.977,322378.01185,FTX,2020-11-17 22:47:51
16,17595.5,106.7199,245.6894,1877790.00045,4321213.51165,FTXUS,2020-11-17 22:47:51
17,17597.0,0.879,19.2216,15467.763,337845.77485,FTX,2020-11-17 22:47:51
18,17601.0,13.3266,32.5482,234561.4866,572407.26145,FTX,2020-11-17 22:47:51
19,17601.5,104.2117,349.9011,1834282.23755,6155495.7492,FTXUS,2020-11-17 22:47:51
0,17566.5,0.1423,0.1423,2499.71295,2499.71295,FTX,2020-11-17 22:47:55
1,17567.0,1.1304,1.2727,19857.7368,22357.44975,FTX,2020-11-17 22:47:55
2,17568.0,12.2007,12.2007,214341.8976,214341.8976,FTXUS,2020-11-17 22:47:55
3,17569.0,0.7213,12.922,12672.5197,227014.4173,FTXUS,2020-11-17 22:47:55
4,17569.0,0.1297,1.4024,2278.6993,24636.14905,FTX,2020-11-17 22:47:55
5,17571.5,13.1136,14.516,230425.6224,255061.77145,FTX,2020-11-17 22:47:55
6,17572.0,0.1188,14.6348,2087.5536,257149.32505,FTX,2020-11-17 22:47:55
7,17572.5,51.4396,64.3616,903922.371,1130936.7883,FTXUS,2020-11-17 22:47:55
8,17572.5,0.3859,15.0207,6781.22775,263930.5528,FTX,2020-11-17 22:47:55
9,17573.0,0.0891,15.1098,1565.7543,265496.3071,FTX,2020-11-17 22:47:55
10,17574.0,0.0255,15.1353,448.137,265944.4441,FTX,2020-11-17 22:47:55
11,17574.5,0.935,16.0703,16432.1575,282376.6016,FTX,2020-11-17 22:47:55
12,17576.5,0.2816,16.3519,4949.5424,287326.144,FTX,2020-11-17 22:47:55
13,17577.0,0.8533,17.2052,14998.4541,302324.5981,FTX,2020-11-17 22:47:55
14,17578.0,0.01,17.2152,175.78,302500.3781,FTX,2020-11-17 22:47:55
15,17579.0,0.1,17.3152,1757.9,304258.2781,FTX,2020-11-17 22:47:55
16,17582.0,1.009,18.3242,17740.238,321998.5161,FTX,2020-11-17 22:47:55
17,17583.0,67.5786,131.9402,1188234.5238,2319171.3121,FTXUS,2020-11-17 22:47:55
18,17589.5,0.726,19.0502,12769.977,334768.4931,FTX,2020-11-17 22:47:55
19,17595.5,106.7199,238.6601,1877790.00045,4196961.31255,FTXUS,2020-11-17 22:47:55
0,17566.5,0.1423,0.1423,2499.71295,2499.71295,FTX,2020-11-17 22:47:56
1,17567.0,1.1304,1.2727,19857.7368,22357.44975,FTX,2020-11-17 22:47:56
2,17568.0,12.2007,12.2007,214341.8976,214341.8976,FTXUS,2020-11-17 22:47:56
3,17569.0,0.1297,1.4024,2278.6993,24636.14905,FTX,2020-11-17 22:47:56
4,17569.0,0.7213,12.922,12672.5197,227014.4173,FTXUS,2020-11-17 22:47:56
5,17571.5,13.1136,14.516,230425.6224,255061.77145,FTX,2020-11-17 22:47:56
6,17572.0,0.1188,14.6348,2087.5536,257149.32505,FTX,2020-11-17 22:47:56
7,17572.5,0.3859,15.0207,6781.22775,263930.5528,FTX,2020-11-17 22:47:56
8,17572.5,51.4396,64.3616,903922.371,1130936.7883,FTXUS,2020-11-17 22:47:56
9,17573.0,0.0891,15.1098,1565.7543,265496.3071,FTX,2020-11-17 22:47:56
10,17574.0,0.0255,15.1353,448.137,265944.4441,FTX,2020-11-17 22:47:56
11,17574.5,0.935,16.0703,16432.1575,282376.6016,FTX,2020-11-17 22:47:56
12,17576.5,0.2816,16.3519,4949.5424,287326.144,FTX,2020-11-17 22:47:56
13,17577.0,0.8533,17.2052,14998.4541,302324.5981,FTX,2020-11-17 22:47:56
14,17578.0,0.01,17.2152,175.78,302500.3781,FTX,2020-11-17 22:47:56
15,17579.0,0.1,17.3152,1757.9,304258.2781,FTX,2020-11-17 22:47:56
16,17582.0,1.009,18.3242,17740.238,321998.5161,FTX,2020-11-17 22:47:56
17,17583.0,67.5786,131.9402,1188234.5238,2319171.3121,FTXUS,2020-11-17 22:47:56
18,17589.5,0.726,19.0502,12769.977,334768.4931,FTX,2020-11-17 22:47:56
19,17595.5,106.7199,238.6601,1877790.00045,4196961.31255,FTXUS,2020-11-17 22:47:56
0,17564.5,16.3526,16.3526,287225.2427,287225.2427,FTXUS,2020-11-17 22:48:01
1,17565.5,0.1423,0.1423,2499.57065,2499.57065,FTX,2020-11-17 22:48:01
2,17566.0,0.01,0.1523,175.66,2675.23065,FTX,2020-11-17 22:48:01
3,17567.0,1.1304,1.2827,19857.7368,22532.96745,FTX,2020-11-17 22:48:01
4,17567.5,0.4267,1.7094,7496.05225,30029.0197,FTX,2020-11-17 22:48:01
5,17568.0,0.1482,1.8576,2603.5776,32632.5973,FTX,2020-11-17 22:48:01
6,17568.5,0.0592,1.9168,1040.0552,33672.6525,FTX,2020-11-17 22:48:01
7,17569.0,0.7213,17.0739,12672.5197,299897.7624,FTXUS,2020-11-17 22:48:01
8,17569.0,9.9344,11.8512,174537.4736,208210.1261,FTX,2020-11-17 22:48:01
9,17570.0,0.0594,11.9106,1043.658,209253.7841,FTX,2020-11-17 22:48:01
10,17571.0,0.2666,12.1772,4684.4286,213938.2127,FTX,2020-11-17 22:48:01
11,17572.5,51.4396,68.5135,903922.371,1203820.1334,FTXUS,2020-11-17 22:48:01
12,17572.5,0.9722,13.1494,17083.9845,231022.1972,FTX,2020-11-17 22:48:01
13,17573.0,0.0255,13.1749,448.1115,231470.3087,FTX,2020-11-17 22:48:01
14,17573.5,0.4158,13.5907,7307.0613,238777.37,FTX,2020-11-17 22:48:01
15,17574.5,0.935,14.5257,16432.1575,255209.5275,FTX,2020-11-17 22:48:01
16,17576.5,0.2816,14.8073,4949.5424,260159.0699,FTX,2020-11-17 22:48:01
17,17577.5,0.01,14.8173,175.775,260334.8449,FTX,2020-11-17 22:48:01
18,17579.0,0.1,14.9173,1757.9,262092.7449,FTX,2020-11-17 22:48:01
19,17581.5,0.2999,15.2172,5272.69185,267365.43675,FTX,2020-11-17 22:48:01
0,17564.5,16.3526,16.3526,287225.2427,287225.2427,FTXUS,2020-11-17 22:48:05
1,17565.5,0.1423,0.1423,2499.57065,2499.57065,FTX,2020-11-17 22:48:05
2,17566.0,0.01,0.1523,175.66,2675.23065,FTX,2020-11-17 22:48:05
3,17566.5,0.2592,0.4115,4553.2368,7228.46745,FTX,2020-11-17 22:48:05
4,17567.0,1.1304,1.5419,19857.7368,27086.20425,FTX,2020-11-17 22:48:05
5,17567.5,0.4267,1.9686,7496.05225,34582.2565,FTX,2020-11-17 22:48:05
6,17568.0,0.2185,2.1871,3838.608,38420.8645,FTX,2020-11-17 22:48:05
7,17568.5,0.2816,2.4687,4947.2896,43368.1541,FTX,2020-11-17 22:48:05
8,17569.0,0.7213,17.0739,12672.5197,299897.7624,FTXUS,2020-11-17 22:48:05
9,17569.0,9.9344,12.4031,174537.4736,217905.6277,FTX,2020-11-17 22:48:05
10,17570.0,0.0594,12.4625,1043.658,218949.2857,FTX,2020-11-17 22:48:05
11,17570.5,0.0297,12.4922,521.84385,219471.12955,FTX,2020-11-17 22:48:05
12,17571.0,0.3557,12.8479,6250.0047,225721.13425,FTX,2020-11-17 22:48:05
13,17572.5,51.4396,68.5135,903922.371,1203820.1334,FTXUS,2020-11-17 22:48:05
14,17572.5,0.9722,13.8201,17083.9845,242805.11875,FTX,2020-11-17 22:48:05
15,17573.0,0.0255,13.8456,448.1115,243253.23025,FTX,2020-11-17 22:48:05
16,17573.5,0.3267,14.1723,5741.26245,248994.4927,FTX,2020-11-17 22:48:05
17,17574.5,0.935,15.1073,16432.1575,265426.6502,FTX,2020-11-17 22:48:05
18,17577.5,0.01,15.1173,175.775,265602.4252,FTX,2020-11-17 22:48:05
19,17579.0,0.1,15.2173,1757.9,267360.3252,FTX,2020-11-17 22:48:05
0,17567.0,0.1574,0.1574,2765.0458,2765.0458,FTX,2020-11-17 22:48:10
1,17567.5,0.4267,0.5841,7496.05225,10261.09805,FTX,2020-11-17 22:48:10
2,17568.0,0.0594,0.6435,1043.5392,11304.63725,FTX,2020-11-17 22:48:10
3,17569.0,9.9344,10.5779,174537.4736,185842.11085,FTX,2020-11-17 22:48:10
4,17569.0,0.7213,0.7213,12672.5197,12672.5197,FTXUS,2020-11-17 22:48:10
5,17570.5,0.4454,11.0233,7825.9007,193668.01155,FTX,2020-11-17 22:48:10
6,17571.0,0.0297,11.053,521.8587,194189.87025,FTX,2020-11-17 22:48:10
7,17572.5,51.4396,52.1609,903922.371,916594.8907,FTXUS,2020-11-17 22:48:10
8,17573.5,0.6597,52.8206,11593.23795,928188.12865,FTXUS,2020-11-17 22:48:10
9,17574.0,0.4894,11.5424,8600.7156,202790.58585,FTX,2020-11-17 22:48:10
10,17574.5,0.935,12.4774,16432.1575,219222.74335,FTX,2020-11-17 22:48:10
11,17575.5,0.0255,12.5029,448.17525,219670.9186,FTX,2020-11-17 22:48:10
12,17576.0,0.3266,12.8295,5740.3216,225411.2402,FTX,2020-11-17 22:48:10
13,17578.5,0.01,12.8395,175.785,225587.0252,FTX,2020-11-17 22:48:10
14,17578.5,98.7555,151.5761,1735973.55675,2664161.6854,FTXUS,2020-11-17 22:48:10
15,17581.5,0.2999,13.1394,5272.69185,230859.71705,FTX,2020-11-17 22:48:10
16,17582.0,1.009,14.1484,17740.238,248599.95505,FTX,2020-11-17 22:48:10
17,17583.0,67.5786,219.1547,1188234.5238,3852396.2092,FTXUS,2020-11-17 22:48:10
18,17589.5,0.726,14.8744,12769.977,261369.93205,FTX,2020-11-17 22:48:10
19,17595.5,106.7199,325.8746,1877790.00045,5730186.20965,FTXUS,2020-11-17 22:48:10
0,17567.0,0.1574,0.1574,2765.0458,2765.0458,FTX,2020-11-17 22:48:10
1,17568.0,0.0594,0.2168,1043.5392,3808.585,FTX,2020-11-17 22:48:10
2,17568.5,0.1423,0.3591,2499.99755,6308.58255,FTX,2020-11-17 22:48:10
3,17569.0,0.7213,0.7213,12672.5197,12672.5197,FTXUS,2020-11-17 22:48:10
4,17569.0,9.9344,10.2935,174537.4736,180846.05615,FTX,2020-11-17 22:48:10
5,17570.5,0.4454,10.7389,7825.9007,188671.95685,FTX,2020-11-17 22:48:10
6,17571.0,0.0297,10.7686,521.8587,189193.81555,FTX,2020-11-17 22:48:10
7,17572.5,51.4396,52.1609,903922.371,916594.8907,FTXUS,2020-11-17 22:48:10
8,17573.5,0.6597,52.8206,11593.23795,928188.12865,FTXUS,2020-11-17 22:48:10
9,17574.0,0.4894,11.258,8600.7156,197794.53115,FTX,2020-11-17 22:48:10
10,17574.5,0.935,12.193,16432.1575,214226.68865,FTX,2020-11-17 22:48:10
11,17576.0,0.3266,12.5196,5740.3216,219967.01025,FTX,2020-11-17 22:48:10
12,17576.5,0.0255,12.5451,448.20075,220415.211,FTX,2020-11-17 22:48:10
13,17577.0,0.8533,13.3984,14998.4541,235413.6651,FTX,2020-11-17 22:48:10
14,17578.5,98.7555,151.5761,1735973.55675,2664161.6854,FTXUS,2020-11-17 22:48:10
15,17579.5,0.01,13.4084,175.795,235589.4601,FTX,2020-11-17 22:48:10
16,17581.5,0.1,13.5084,1758.15,237347.6101,FTX,2020-11-17 22:48:10
17,17582.0,1.009,14.5174,17740.238,255087.8481,FTX,2020-11-17 22:48:10
18,17583.0,67.5786,219.1547,1188234.5238,3852396.2092,FTXUS,2020-11-17 22:48:10
19,17589.5,0.726,15.2434,12769.977,267857.8251,FTX,2020-11-17 22:48:10
0,17565.0,17.2813,17.2813,303546.0345,303546.0345,FTXUS,2020-11-17 22:48:15
1,17569.0,9.9344,9.9344,174537.4736,174537.4736,FTX,2020-11-17 22:48:15
2,17569.5,0.4267,10.3611,7496.90565,182034.37925,FTX,2020-11-17 22:48:15
3,17569.5,1.0792,18.3605,18961.0044,322507.0389,FTXUS,2020-11-17 22:48:15
4,17570.5,0.1423,10.5034,2500.28215,184534.6614,FTX,2020-11-17 22:48:15
5,17571.0,0.01,10.5134,175.71,184710.3714,FTX,2020-11-17 22:48:15
6,17571.5,0.1515,10.6649,2662.08225,187372.45365,FTX,2020-11-17 22:48:15
7,17572.5,51.4396,69.8001,903922.371,1226429.4099,FTXUS,2020-11-17 22:48:15
8,17573.0,0.0594,10.7243,1043.8362,188416.28985,FTX,2020-11-17 22:48:15
9,17574.0,0.4894,11.2137,8600.7156,197017.00545,FTX,2020-11-17 22:48:15
10,17574.5,0.9647,12.1784,16954.12015,213971.1256,FTX,2020-11-17 22:48:15
11,17576.0,0.3266,12.505,5740.3216,219711.4472,FTX,2020-11-17 22:48:15
12,17577.0,0.8533,13.3583,14998.4541,234709.9013,FTX,2020-11-17 22:48:15
13,17578.5,98.7555,168.5556,1735973.55675,2962402.96665,FTXUS,2020-11-17 22:48:15
14,17582.0,1.019,14.3773,17916.058,252625.9593,FTX,2020-11-17 22:48:15
15,17583.0,67.5786,236.1342,1188234.5238,4150637.49045,FTXUS,2020-11-17 22:48:15
16,17589.5,0.726,15.1033,12769.977,265395.9363,FTX,2020-11-17 22:48:15
17,17595.5,106.7199,342.8541,1877790.00045,6028427.4909,FTXUS,2020-11-17 22:48:15
18,17601.0,13.3266,28.4299,234561.4866,499957.4229,FTX,2020-11-17 22:48:15
19,17601.5,104.2117,447.0658,1834282.23755,7862709.72845,FTXUS,2020-11-17 22:48:15
0,17565.0,17.2813,17.2813,303546.0345,303546.0345,FTXUS,2020-11-17 22:48:16
1,17569.0,9.9344,9.9344,174537.4736,174537.4736,FTX,2020-11-17 22:48:16
2,17569.5,1.0792,18.3605,18961.0044,322507.0389,FTXUS,2020-11-17 22:48:16
3,17569.5,0.4267,10.3611,7496.90565,182034.37925,FTX,2020-11-17 22:48:16
4,17570.5,0.1423,10.5034,2500.28215,184534.6614,FTX,2020-11-17 22:48:16
5,17571.0,0.01,10.5134,175.71,184710.3714,FTX,2020-11-17 22:48:16
6,17571.5,0.1515,10.6649,2662.08225,187372.45365,FTX,2020-11-17 22:48:16
7,17572.5,51.4396,69.8001,903922.371,1226429.4099,FTXUS,2020-11-17 22:48:16
8,17572.5,0.1,10.7649,1757.25,189129.70365,FTX,2020-11-17 22:48:16
9,17573.0,0.9128,11.6777,16040.6344,205170.33805,FTX,2020-11-17 22:48:16
10,17574.0,0.4003,12.078,7034.8722,212205.21025,FTX,2020-11-17 22:48:16
11,17574.5,0.9647,13.0427,16954.12015,229159.3304,FTX,2020-11-17 22:48:16
12,17578.5,98.7555,168.5556,1735973.55675,2962402.96665,FTXUS,2020-11-17 22:48:16
13,17578.5,0.0255,13.0682,448.25175,229607.58215,FTX,2020-11-17 22:48:16
14,17579.0,0.1999,13.2681,3514.0421,233121.62425,FTX,2020-11-17 22:48:16
15,17580.0,0.01,13.2781,175.8,233297.42425,FTX,2020-11-17 22:48:16
16,17582.0,1.009,14.2871,17740.238,251037.66225,FTX,2020-11-17 22:48:16
17,17583.0,67.5786,236.1342,1188234.5238,4150637.49045,FTXUS,2020-11-17 22:48:16
18,17589.5,0.726,15.0131,12769.977,263807.63925,FTX,2020-11-17 22:48:16
19,17595.5,106.7199,342.8541,1877790.00045,6028427.4909,FTXUS,2020-11-17 22:48:16
0,17565.0,17.2813,17.2813,303546.0345,303546.0345,FTXUS,2020-11-17 22:48:21
1,17567.5,0.1157,0.1157,2032.55975,2032.55975,FTX,2020-11-17 22:48:21
2,17569.0,9.9344,10.0501,174537.4736,176570.03335,FTX,2020-11-17 22:48:21
3,17569.5,1.0792,18.3605,18961.0044,322507.0389,FTXUS,2020-11-17 22:48:21
4,17570.5,0.0594,10.1095,1043.6877,177613.72105,FTX,2020-11-17 22:48:21
5,17571.0,0.1522,10.2617,2674.3062,180288.02725,FTX,2020-11-17 22:48:21
6,17571.5,0.4267,10.6884,7497.75905,187785.7863,FTX,2020-11-17 22:48:21
7,17572.5,51.4396,69.8001,903922.371,1226429.4099,FTXUS,2020-11-17 22:48:21
8,17573.5,0.0297,10.7181,521.93295,188307.71925,FTX,2020-11-17 22:48:21
9,17574.0,0.2816,10.9997,4948.8384,193256.55765,FTX,2020-11-17 22:48:21
10,17574.5,1.0241,12.0238,17998.04545,211254.6031,FTX,2020-11-17 22:48:21
11,17577.0,0.1442,12.168,2534.6034,213789.2065,FTX,2020-11-17 22:48:21
12,17577.5,0.3266,12.4946,5740.8115,219530.018,FTX,2020-11-17 22:48:21
13,17578.5,98.7555,168.5556,1735973.55675,2962402.96665,FTXUS,2020-11-17 22:48:21
14,17579.0,0.1,12.5946,1757.9,221287.918,FTX,2020-11-17 22:48:21
15,17579.5,0.01,12.6046,175.795,221463.713,FTX,2020-11-17 22:48:21
16,17581.5,0.1999,12.8045,3514.54185,224978.25485,FTX,2020-11-17 22:48:21
17,17582.0,1.009,13.8135,17740.238,242718.49285,FTX,2020-11-17 22:48:21
18,17582.5,0.8532,14.6667,15001.389,257719.88185,FTX,2020-11-17 22:48:21
19,17583.0,67.5786,236.1342,1188234.5238,4150637.49045,FTXUS,2020-11-17 22:48:21
0,17565.0,17.2813,17.2813,303546.0345,303546.0345,FTXUS,2020-11-17 22:48:25
1,17567.5,0.1157,0.1157,2032.55975,2032.55975,FTX,2020-11-17 22:48:25
2,17569.0,10.0767,10.1924,177037.5423,179070.10205,FTX,2020-11-17 22:48:25
3,17569.5,1.0792,18.3605,18961.0044,322507.0389,FTXUS,2020-11-17 22:48:25
4,17570.5,0.0694,10.2618,1219.3927,180289.49475,FTX,2020-11-17 22:48:25
5,17571.0,0.0594,10.3212,1043.7174,181333.21215,FTX,2020-11-17 22:48:25
6,17571.5,0.4267,10.7479,7497.75905,188830.9712,FTX,2020-11-17 22:48:25
7,17572.0,0.1188,10.8667,2087.5536,190918.5248,FTX,2020-11-17 22:48:25
8,17572.5,51.4396,69.8001,903922.371,1226429.4099,FTXUS,2020-11-17 22:48:25
9,17572.5,0.2672,11.1339,4695.372,195613.8968,FTX,2020-11-17 22:48:25
10,17573.5,0.0297,11.1636,521.93295,196135.82975,FTX,2020-11-17 22:48:25
11,17574.0,0.2816,11.4452,4948.8384,201084.66815,FTX,2020-11-17 22:48:25
12,17574.5,1.0241,12.4693,17998.04545,219082.7136,FTX,2020-11-17 22:48:25
13,17576.5,0.0255,12.4948,448.20075,219530.91435,FTX,2020-11-17 22:48:25
14,17577.0,0.1187,12.6135,2086.3899,221617.30425,FTX,2020-11-17 22:48:25
15,17577.5,0.3266,12.9401,5740.8115,227358.11575,FTX,2020-11-17 22:48:25
16,17578.5,98.7555,168.5556,1735973.55675,2962402.96665,FTXUS,2020-11-17 22:48:25
17,17579.0,0.1999,13.14,3514.0421,230872.15785,FTX,2020-11-17 22:48:25
18,17579.5,0.01,13.15,175.795,231047.95285,FTX,2020-11-17 22:48:25
19,17582.0,1.009,14.159,17740.238,248788.19085,FTX,2020-11-17 22:48:25
0,17565.0,17.2813,17.2813,303546.0345,303546.0345,FTXUS,2020-11-17 22:48:35
1,17567.0,0.1523,0.1523,2675.4541,2675.4541,FTX,2020-11-17 22:48:35
2,17567.5,0.1157,0.268,2032.55975,4708.01385,FTX,2020-11-17 22:48:35
3,17569.0,9.9344,10.2024,174537.4736,179245.48745,FTX,2020-11-17 22:48:35
4,17569.5,1.0792,18.3605,18961.0044,322507.0389,FTXUS,2020-11-17 22:48:35
5,17569.5,0.0592,10.2616,1040.1144,180285.60185,FTX,2020-11-17 22:48:35
6,17570.5,0.0594,10.321,1043.6877,181329.28955,FTX,2020-11-17 22:48:35
7,17571.0,0.5453,10.8663,9581.4663,190910.75585,FTX,2020-11-17 22:48:35
8,17571.5,0.1188,10.9851,2087.4942,192998.25005,FTX,2020-11-17 22:48:35
9,17572.0,0.2672,11.2523,4695.2384,197693.48845,FTX,2020-11-17 22:48:35
10,17572.5,51.4396,69.8001,903922.371,1226429.4099,FTXUS,2020-11-17 22:48:35
11,17573.0,0.0297,11.282,521.9181,198215.40655,FTX,2020-11-17 22:48:35
12,17574.0,0.3707,11.6527,6514.6818,204730.08835,FTX,2020-11-17 22:48:35
13,17574.5,0.935,12.5877,16432.1575,221162.24585,FTX,2020-11-17 22:48:35
14,17576.5,0.0255,12.6132,448.20075,221610.4466,FTX,2020-11-17 22:48:35
