ask px,ask size,ask size cumulative,ask sum,ask sum cumulative,exchange,time
13,17562.0,0.8036,0.8036,14112.8232,14112.8232,FTXUS,2020-11-17 22:07:31
14,17562.0,10.4314,13.6641,183196.2468,239953.58625,FTX,2020-11-17 22:07:31
15,17563.0,50.7791,51.5827,891833.3333,905946.1565,FTXUS,2020-11-17 22:07:31
16,17563.5,0.1413,13.8054,2481.72255,242435.3088,FTX,2020-11-17 22:07:31
17,17566.0,121.0846,172.6673,2126972.0836,3032918.2401,FTXUS,2020-11-17 22:07:31
18,17567.0,0.763,14.5684,13403.621,255838.9298,FTX,2020-11-17 22:07:31
19,17567.5,11.705,26.2734,205627.5875,461466.5173,FTX,2020-11-17 22:07:31
0,17551.0,0.1424,0.1424,2499.2624,2499.2624,FTX,2020-11-17 22:07:31
1,17553.0,0.0592,0.2016,1039.1376,3538.4,FTX,2020-11-17 22:07:31
2,17553.5,0.1374,0.339,2411.8509,5950.2509,FTX,2020-11-17 22:07:31
3,17554.0,0.427,0.766,7495.558,13445.8089,FTX,2020-11-17 22:07:31
4,17555.0,0.1889,0.9549,3316.1395,16761.9484,FTX,2020-11-17 22:07:31
5,17555.5,0.2665,1.2214,4678.54075,21440.48915,FTX,2020-11-17 22:07:31
6,17556.0,0.0888,1.3102,1558.9728,22999.46195,FTX,2020-11-17 22:07:31
7,17557.0,0.1185,1.4287,2080.5045,25079.96645,FTX,2020-11-17 22:07:31
8,17557.0,13.933,13.933,244621.681,244621.681,FTXUS,2020-11-17 22:07:31
9,17557.5,0.5447,1.9734,9563.57025,34643.5367,FTX,2020-11-17 22:07:31
10,17559.0,0.01,1.9834,175.59,34819.1267,FTX,2020-11-17 22:07:31
11,17559.5,0.125,2.1084,2194.9375,37014.0642,FTX,2020-11-17 22:07:31
12,17560.5,1.1141,3.2225,19564.15305,56578.21725,FTX,2020-11-17 22:07:31
13,17561.0,0.0102,3.2327,179.1222,56757.33945,FTX,2020-11-17 22:07:31
14,17562.0,10.4314,13.6641,183196.2468,239953.58625,FTX,2020-11-17 22:07:31
15,17562.0,0.8036,14.7366,14112.8232,258734.5042,FTXUS,2020-11-17 22:07:31
16,17563.0,50.7791,65.5157,891833.3333,1150567.8375,FTXUS,2020-11-17 22:07:31
17,17563.5,0.1413,13.8054,2481.72255,242435.3088,FTX,2020-11-17 22:07:31
18,17566.0,121.0846,186.6003,2126972.0836,3277539.9211,FTXUS,2020-11-17 22:07:31
19,17567.0,0.763,14.5684,13403.621,255838.9298,FTX,2020-11-17 22:07:31
0,17551.0,0.1424,0.1424,2499.2624,2499.2624,FTX,2020-11-17 22:07:35
1,17553.0,0.0592,0.2016,1039.1376,3538.4,FTX,2020-11-17 22:07:35
2,17553.5,0.1184,0.32,2078.3344,5616.7344,FTX,2020-11-17 22:07:35
3,17554.0,0.427,0.747,7495.558,13112.2924,FTX,2020-11-17 22:07:35
4,17554.5,0.019,0.766,333.5355,13445.8279,FTX,2020-11-17 22:07:35
5,17555.0,0.0889,0.8549,1560.6395,15006.4674,FTX,2020-11-17 22:07:35
6,17555.5,0.2665,1.1214,4678.54075,19685.00815,FTX,2020-11-17 22:07:35
7,17556.0,0.0888,1.2102,1558.9728,21243.98095,FTX,2020-11-17 22:07:35
8,17556.5,0.01,1.2202,175.565,21419.54595,FTX,2020-11-17 22:07:35
9,17557.0,0.1185,1.3387,2080.5045,23500.05045,FTX,2020-11-17 22:07:35
10,17557.5,0.4447,1.7834,7807.82025,31307.8707,FTX,2020-11-17 22:07:35
11,17558.0,15.4437,15.4437,271160.4846,271160.4846,FTXUS,2020-11-17 22:07:35
12,17558.5,0.3258,2.1092,5720.5593,37028.43,FTX,2020-11-17 22:07:35
13,17559.5,0.3531,2.4623,6200.25945,43228.68945,FTX,2020-11-17 22:07:35
14,17560.5,1.1141,3.5764,19564.15305,62792.8425,FTX,2020-11-17 22:07:35
15,17561.0,0.0102,3.5866,179.1222,62971.9647,FTX,2020-11-17 22:07:35
16,17562.0,0.8036,16.2473,14112.8232,285273.3078,FTXUS,2020-11-17 22:07:35
17,17562.0,10.4314,14.018,183196.2468,246168.2115,FTX,2020-11-17 22:07:35
18,17563.0,50.7791,67.0264,891833.3333,1177106.6411,FTXUS,2020-11-17 22:07:35
19,17563.5,0.0003,14.0183,5.26905,246173.48055,FTX,2020-11-17 22:07:35
0,17551.0,0.1424,0.1424,2499.2624,2499.2624,FTX,2020-11-17 22:07:36
1,17553.0,0.0592,0.2016,1039.1376,3538.4,FTX,2020-11-17 22:07:36
2,17553.5,0.1184,0.32,2078.3344,5616.7344,FTX,2020-11-17 22:07:36
3,17554.0,0.427,0.747,7495.558,13112.2924,FTX,2020-11-17 22:07:36
4,17554.5,0.019,0.766,333.5355,13445.8279,FTX,2020-11-17 22:07:36
5,17555.0,0.0889,0.8549,1560.6395,15006.4674,FTX,2020-11-17 22:07:36
6,17555.5,0.2665,1.1214,4678.54075,19685.00815,FTX,2020-11-17 22:07:36
7,17556.0,0.0888,1.2102,1558.9728,21243.98095,FTX,2020-11-17 22:07:36
8,17556.5,0.01,1.2202,175.565,21419.54595,FTX,2020-11-17 22:07:36
9,17557.0,0.1185,1.3387,2080.5045,23500.05045,FTX,2020-11-17 22:07:36
10,17557.5,0.4447,1.7834,7807.82025,31307.8707,FTX,2020-11-17 22:07:36
11,17558.5,0.3258,2.1092,5720.5593,37028.43,FTX,2020-11-17 22:07:36
12,17559.5,0.3531,2.4623,6200.25945,43228.68945,FTX,2020-11-17 22:07:36
13,17560.5,1.1141,3.5764,19564.15305,62792.8425,FTX,2020-11-17 22:07:36
14,17561.0,0.0102,3.5866,179.1222,62971.9647,FTX,2020-11-17 22:07:36
15,17562.0,10.4314,14.018,183196.2468,246168.2115,FTX,2020-11-17 22:07:36
16,17562.0,0.8036,0.8036,14112.8232,14112.8232,FTXUS,2020-11-17 22:07:36
17,17563.0,50.7791,51.5827,891833.3333,905946.1565,FTXUS,2020-11-17 22:07:36
18,17563.5,0.0003,14.0183,5.26905,246173.48055,FTX,2020-11-17 22:07:36
19,17566.0,121.0846,172.6673,2126972.0836,3032918.2401,FTXUS,2020-11-17 22:07:36
0,17552.0,0.1424,0.1424,2499.4048,2499.4048,FTX,2020-11-17 22:07:36
1,17553.0,0.0592,0.2016,1039.1376,3538.5424,FTX,2020-11-17 22:07:36
2,17553.5,0.1184,0.32,2078.3344,5616.8768,FTX,2020-11-17 22:07:36
3,17554.0,0.427,0.747,7495.558,13112.4348,FTX,2020-11-17 22:07:36
4,17555.0,0.0889,0.8359,1560.6395,14673.0743,FTX,2020-11-17 22:07:36
5,17555.5,0.2665,1.1024,4678.54075,19351.61505,FTX,2020-11-17 22:07:36
6,17556.5,0.1,1.2024,1755.65,21107.26505,FTX,2020-11-17 22:07:36
7,17557.0,0.1185,1.3209,2080.5045,23187.76955,FTX,2020-11-17 22:07:36
8,17559.0,0.01,1.3309,175.59,23363.35955,FTX,2020-11-17 22:07:36
9,17559.5,0.225,1.5559,3950.8875,27314.24705,FTX,2020-11-17 22:07:36
10,17560.5,1.1141,2.67,19564.15305,46878.4001,FTX,2020-11-17 22:07:36
11,17561.0,0.0102,2.6802,179.1222,47057.5223,FTX,2020-11-17 22:07:36
12,17561.5,0.3258,3.006,5721.5367,52779.059,FTX,2020-11-17 22:07:36
13,17562.0,0.8036,0.8036,14112.8232,14112.8232,FTXUS,2020-11-17 22:07:36
14,17562.0,10.4314,13.4374,183196.2468,235975.3058,FTX,2020-11-17 22:07:36
15,17563.0,50.7791,51.5827,891833.3333,905946.1565,FTXUS,2020-11-17 22:07:36
16,17563.5,0.1035,13.5409,1817.82225,237793.12805,FTX,2020-11-17 22:07:36
17,17566.0,121.0846,172.6673,2126972.0836,3032918.2401,FTXUS,2020-11-17 22:07:36
18,17567.0,0.763,14.3039,13403.621,251196.74905,FTX,2020-11-17 22:07:36
19,17567.5,11.705,26.0089,205627.5875,456824.33655,FTX,2020-11-17 22:07:36
0,17552.0,0.1424,0.1424,2499.4048,2499.4048,FTX,2020-11-17 22:07:40
1,17553.0,0.0592,0.2016,1039.1376,3538.5424,FTX,2020-11-17 22:07:40
2,17554.0,0.427,0.6286,7495.558,11034.1004,FTX,2020-11-17 22:07:40
3,17555.0,0.0486,0.6772,853.173,11887.2734,FTX,2020-11-17 22:07:40
4,17555.5,0.2665,0.9437,4678.54075,16565.81415,FTX,2020-11-17 22:07:40
5,17556.0,0.1778,1.1215,3121.4568,19687.27095,FTX,2020-11-17 22:07:40
6,17556.5,0.1,1.2215,1755.65,21442.92095,FTX,2020-11-17 22:07:40
7,17557.0,0.2074,1.4289,3641.3218,25084.24275,FTX,2020-11-17 22:07:40
8,17558.0,0.4447,1.8736,7808.0426,32892.28535,FTX,2020-11-17 22:07:40
9,17559.0,0.01,1.8836,175.59,33067.87535,FTX,2020-11-17 22:07:40
10,17559.5,0.225,2.1086,3950.8875,37018.76285,FTX,2020-11-17 22:07:40
11,17560.5,0.2246,2.3332,3944.0883,40962.85115,FTX,2020-11-17 22:07:40
12,17561.0,0.0002,2.3334,3.5122,40966.36335,FTX,2020-11-17 22:07:40
13,17561.5,0.3258,2.6592,5721.5367,46687.90005,FTX,2020-11-17 22:07:40
14,17562.0,0.8036,0.8036,14112.8232,14112.8232,FTXUS,2020-11-17 22:07:40
15,17562.0,10.4314,13.0906,183196.2468,229884.14685,FTX,2020-11-17 22:07:40
16,17562.5,0.8995,13.9901,15797.46875,245681.6156,FTX,2020-11-17 22:07:40
17,17563.0,50.7791,51.5827,891833.3333,905946.1565,FTXUS,2020-11-17 22:07:40
18,17563.5,0.1035,14.0936,1817.82225,247499.43785,FTX,2020-11-17 22:07:40
19,17566.0,121.0846,172.6673,2126972.0836,3032918.2401,FTXUS,2020-11-17 22:07:40
0,17552.0,0.1424,0.1424,2499.4048,2499.4048,FTX,2020-11-17 22:07:41
1,17554.0,0.427,0.5694,7495.558,9994.9628,FTX,2020-11-17 22:07:41
2,17555.5,0.019,0.5884,333.5545,10328.5173,FTX,2020-11-17 22:07:41
3,17556.0,0.1778,0.7662,3121.4568,13449.9741,FTX,2020-11-17 22:07:41
4,17556.5,0.1592,0.9254,2794.9948,16244.9689,FTX,2020-11-17 22:07:41
5,17557.0,0.1185,1.0439,2080.5045,18325.4734,FTX,2020-11-17 22:07:41
6,17557.5,0.0296,1.0735,519.702,18845.1754,FTX,2020-11-17 22:07:41
7,17558.0,0.2665,1.34,4679.207,23524.3824,FTX,2020-11-17 22:07:41
8,17559.0,0.4547,1.7947,7984.0773,31508.4597,FTX,2020-11-17 22:07:41
9,17559.5,0.3139,2.1086,5511.92705,37020.38675,FTX,2020-11-17 22:07:41
10,17560.5,0.2246,2.3332,3944.0883,40964.47505,FTX,2020-11-17 22:07:41
11,17561.0,0.0002,2.3334,3.5122,40967.98725,FTX,2020-11-17 22:07:41
12,17561.5,0.3258,2.6592,5721.5367,46689.52395,FTX,2020-11-17 22:07:41
13,17562.0,0.8036,0.8036,14112.8232,14112.8232,FTXUS,2020-11-17 22:07:41
14,17562.0,10.4314,13.0906,183196.2468,229885.77075,FTX,2020-11-17 22:07:41
15,17562.5,0.8995,13.9901,15797.46875,245683.2395,FTX,2020-11-17 22:07:41
16,17563.0,50.7791,51.5827,891833.3333,905946.1565,FTXUS,2020-11-17 22:07:41
17,17563.5,0.1035,14.0936,1817.82225,247501.06175,FTX,2020-11-17 22:07:41
18,17566.0,121.0846,172.6673,2126972.0836,3032918.2401,FTXUS,2020-11-17 22:07:41
19,17567.0,0.763,14.8566,13403.621,260904.68275,FTX,2020-11-17 22:07:41
0,17552.0,0.1424,0.1424,2499.4048,2499.4048,FTX,2020-11-17 22:07:46
1,17554.0,0.4839,0.6263,8494.3806,10993.7854,FTX,2020-11-17 22:07:46
2,17554.5,0.019,0.6453,333.5355,11327.3209,FTX,2020-11-17 22:07:46
3,17555.0,0.1592,0.8045,2794.756,14122.0769,FTX,2020-11-17 22:07:46
4,17556.0,0.1778,0.9823,3121.4568,17243.5337,FTX,2020-11-17 22:07:46
5,17556.5,0.4447,1.427,7807.37555,25050.90925,FTX,2020-11-17 22:07:46
6,17557.0,0.1185,1.5455,2080.5045,27131.41375,FTX,2020-11-17 22:07:46
7,17557.5,0.0296,1.5751,519.702,27651.11575,FTX,2020-11-17 22:07:46
8,17558.0,0.2665,1.8416,4679.207,32330.32275,FTX,2020-11-17 22:07:46
9,17559.0,0.01,1.8516,175.59,32505.91275,FTX,2020-11-17 22:07:46
10,17559.5,0.3139,2.1655,5511.92705,38017.8398,FTX,2020-11-17 22:07:46
11,17560.5,0.2246,2.3901,3944.0883,41961.9281,FTX,2020-11-17 22:07:46
12,17561.0,0.0002,2.3903,3.5122,41965.4403,FTX,2020-11-17 22:07:46
13,17561.5,0.3358,2.7261,5897.1517,47862.592,FTX,2020-11-17 22:07:46
14,17562.0,10.4314,13.1575,183196.2468,231058.8388,FTX,2020-11-17 22:07:46
15,17562.5,0.8895,14.047,15621.84375,246680.68255,FTX,2020-11-17 22:07:46
16,17563.0,50.7791,50.7791,891833.3333,891833.3333,FTXUS,2020-11-17 22:07:46
17,17563.5,0.1035,14.1505,1817.82225,248498.5048,FTX,2020-11-17 22:07:46
18,17566.0,121.764,172.5431,2138906.424,3030739.7573,FTXUS,2020-11-17 22:07:46
19,17567.0,0.763,14.9135,13403.621,261902.1258,FTX,2020-11-17 22:07:46
0,17552.0,0.1424,0.1424,2499.4048,2499.4048,FTX,2020-11-17 22:07:46
1,17554.0,0.4839,0.6263,8494.3806,10993.7854,FTX,2020-11-17 22:07:46
2,17554.5,0.019,0.6453,333.5355,11327.3209,FTX,2020-11-17 22:07:46
3,17555.0,0.1592,0.8045,2794.756,14122.0769,FTX,2020-11-17 22:07:46
4,17556.0,0.1778,0.9823,3121.4568,17243.5337,FTX,2020-11-17 22:07:46
5,17556.5,0.4447,1.427,7807.37555,25050.90925,FTX,2020-11-17 22:07:46
6,17557.0,0.1185,1.5455,2080.5045,27131.41375,FTX,2020-11-17 22:07:46
7,17557.5,0.0296,1.5751,519.702,27651.11575,FTX,2020-11-17 22:07:46
8,17558.0,0.2665,1.8416,4679.207,32330.32275,FTX,2020-11-17 22:07:46
9,17559.0,0.01,1.8516,175.59,32505.91275,FTX,2020-11-17 22:07:46
10,17559.5,0.3139,2.1655,5511.92705,38017.8398,FTX,2020-11-17 22:07:46
11,17560.5,0.2246,2.3901,3944.0883,41961.9281,FTX,2020-11-17 22:07:46
12,17561.0,0.0002,2.3903,3.5122,41965.4403,FTX,2020-11-17 22:07:46
13,17561.5,0.3358,2.7261,5897.1517,47862.592,FTX,2020-11-17 22:07:46
14,17562.0,10.4314,13.1575,183196.2468,231058.8388,FTX,2020-11-17 22:07:46
15,17562.5,0.8895,14.047,15621.84375,246680.68255,FTX,2020-11-17 22:07:46
16,17563.0,50.7791,50.7791,891833.3333,891833.3333,FTXUS,2020-11-17 22:07:46
17,17563.5,0.1035,14.1505,1817.82225,248498.5048,FTX,2020-11-17 22:07:46
18,17566.0,121.764,172.5431,2138906.424,3030739.7573,FTXUS,2020-11-17 22:07:46
19,17567.0,0.763,14.9135,13403.621,261902.1258,FTX,2020-11-17 22:07:46
0,17559.0,0.1423,0.1423,2498.6457,2498.6457,FTX,2020-11-17 22:07:50
1,17559.5,0.5519,0.6942,9691.08805,12189.73375,FTX,2020-11-17 22:07:50
2,17560.5,0.2838,0.978,4983.6699,17173.40365,FTX,2020-11-17 22:07:50
3,17561.0,0.1594,1.1374,2799.2234,19972.62705,FTX,2020-11-17 22:07:50
4,17562.5,0.0158,1.1532,277.4875,20250.11455,FTX,2020-11-17 22:07:50
5,17563.0,0.1483,1.3015,2604.5929,22854.70745,FTX,2020-11-17 22:07:50
6,17563.5,0.0889,1.3904,1561.39515,24416.1026,FTX,2020-11-17 22:07:50
7,17564.0,0.5632,1.9536,9892.0448,34308.1474,FTX,2020-11-17 22:07:50
8,17564.5,0.0001,1.9537,1.75645,34309.90385,FTX,2020-11-17 22:07:50
9,17565.0,0.2666,2.2203,4682.829,38992.73285,FTX,2020-11-17 22:07:50
10,17565.5,0.1,2.3203,1756.55,40749.28285,FTX,2020-11-17 22:07:50
11,17566.5,11.1424,13.4627,195732.9696,236482.25245,FTX,2020-11-17 22:07:50
12,17567.0,1.1798,14.6425,20725.5466,257207.79905,FTX,2020-11-17 22:07:50
13,17567.5,11.705,26.3475,205627.5875,462835.38655,FTX,2020-11-17 22:07:50
14,17569.5,87.5566,87.5566,1538325.6837,1538325.6837,FTXUS,2020-11-17 22:07:50
15,17570.5,0.7656,88.3222,13451.9748,1551777.6585,FTXUS,2020-11-17 22:07:50
16,17571.5,0.0883,26.4358,1551.56345,464386.95,FTX,2020-11-17 22:07:50
17,17574.5,0.678,27.1138,11915.511,476302.461,FTX,2020-11-17 22:07:50
18,17577.5,107.5504,195.8726,1890467.156,3442244.8145,FTXUS,2020-11-17 22:07:50
19,17582.5,90.6689,286.5415,1594185.93425,5036430.74875,FTXUS,2020-11-17 22:07:50
0,17559.0,0.258,0.258,4530.222,4530.222,FTX,2020-11-17 22:07:51
1,17559.5,0.5519,0.8099,9691.08805,14221.31005,FTX,2020-11-17 22:07:51
2,17560.5,0.2838,1.0937,4983.6699,19204.97995,FTX,2020-11-17 22:07:51
3,17561.0,0.0595,1.1532,1044.8795,20249.85945,FTX,2020-11-17 22:07:51
4,17563.0,0.1483,1.3015,2604.5929,22854.45235,FTX,2020-11-17 22:07:51
5,17563.5,0.0889,1.3904,1561.39515,24415.8475,FTX,2020-11-17 22:07:51
6,17564.0,0.5632,1.9536,9892.0448,34307.8923,FTX,2020-11-17 22:07:51
7,17564.5,0.0101,1.9637,177.40145,34485.29375,FTX,2020-11-17 22:07:51
8,17565.0,0.2666,2.2303,4682.829,39168.12275,FTX,2020-11-17 22:07:51
9,17565.5,0.1,2.3303,1756.55,40924.67275,FTX,2020-11-17 22:07:51
10,17566.5,10.2529,12.5832,180107.56785,221032.2406,FTX,2020-11-17 22:07:51
11,17567.0,1.1798,13.763,20725.5466,241757.7872,FTX,2020-11-17 22:07:51
12,17567.5,11.8523,25.6153,208215.28025,449973.06745,FTX,2020-11-17 22:07:51
13,17568.5,0.01,25.6253,175.685,450148.75245,FTX,2020-11-17 22:07:51
14,17569.5,87.5566,87.5566,1538325.6837,1538325.6837,FTXUS,2020-11-17 22:07:51
15,17570.5,0.7656,88.3222,13451.9748,1551777.6585,FTXUS,2020-11-17 22:07:51
16,17574.5,0.678,26.3033,11915.511,462064.26345,FTX,2020-11-17 22:07:51
17,17577.5,107.5504,195.8726,1890467.156,3442244.8145,FTXUS,2020-11-17 22:07:51
18,17582.5,90.6689,286.5415,1594185.93425,5036430.74875,FTXUS,2020-11-17 22:07:51
19,17583.0,0.0002,26.3035,3.5166,462067.78005,FTX,2020-11-17 22:07:51
0,17550.5,0.0999,0.0999,1753.29495,1753.29495,FTX,2020-11-17 22:07:55
1,17551.0,0.1424,0.2423,2499.2624,4252.55735,FTX,2020-11-17 22:07:55
2,17552.5,0.4839,0.7262,8493.65475,12746.2121,FTX,2020-11-17 22:07:55
3,17555.0,0.0158,0.742,277.369,13023.5811,FTX,2020-11-17 22:07:55
4,17555.5,0.8299,1.5719,14569.30945,27592.89055,FTX,2020-11-17 22:07:55
5,17556.5,0.1583,1.7302,2779.19395,30372.0845,FTX,2020-11-17 22:07:55
6,17557.5,0.8895,2.6197,15617.39625,45989.48075,FTX,2020-11-17 22:07:55
7,17558.0,0.0593,2.679,1041.1894,47030.67015,FTX,2020-11-17 22:07:55
8,17558.5,0.8273,3.5063,14526.14705,61556.8172,FTX,2020-11-17 22:07:55
9,17559.0,0.0889,3.5952,1560.9951,63117.8123,FTX,2020-11-17 22:07:55
10,17559.5,0.125,3.7202,2194.9375,65312.7498,FTX,2020-11-17 22:07:55
11,17560.5,0.3246,4.0448,5700.1383,71012.8881,FTX,2020-11-17 22:07:55
12,17561.0,0.0002,4.045,3.5122,71016.4003,FTX,2020-11-17 22:07:55
13,17562.0,0.01,4.055,175.62,71192.0203,FTX,2020-11-17 22:07:55
14,17563.0,0.9426,4.9976,16554.8838,87746.9041,FTX,2020-11-17 22:07:55
15,17564.0,0.326,5.3236,5725.864,93472.7681,FTX,2020-11-17 22:07:55
16,17564.5,0.0001,5.3237,1.75645,93474.52455,FTX,2020-11-17 22:07:55
17,17566.5,10.9629,16.2866,192579.78285,286054.3074,FTX,2020-11-17 22:07:55
18,17567.5,11.705,27.9916,205627.5875,491681.8949,FTX,2020-11-17 22:07:55
19,17574.5,0.678,28.6696,11915.511,503597.4059,FTX,2020-11-17 22:07:55
0,17550.5,0.0999,0.0999,1753.29495,1753.29495,FTX,2020-11-17 22:07:56
1,17551.0,0.1424,0.2423,2499.2624,4252.55735,FTX,2020-11-17 22:07:56
2,17552.5,0.4839,0.7262,8493.65475,12746.2121,FTX,2020-11-17 22:07:56
3,17555.0,0.0158,0.742,277.369,13023.5811,FTX,2020-11-17 22:07:56
4,17555.5,0.8299,1.5719,14569.30945,27592.89055,FTX,2020-11-17 22:07:56
5,17556.5,0.1583,1.7302,2779.19395,30372.0845,FTX,2020-11-17 22:07:56
6,17557.5,0.8895,2.6197,15617.39625,45989.48075,FTX,2020-11-17 22:07:56
7,17558.0,0.0593,2.679,1041.1894,47030.67015,FTX,2020-11-17 22:07:56
8,17558.5,0.8273,3.5063,14526.14705,61556.8172,FTX,2020-11-17 22:07:56
9,17559.0,0.0889,3.5952,1560.9951,63117.8123,FTX,2020-11-17 22:07:56
10,17559.5,0.125,3.7202,2194.9375,65312.7498,FTX,2020-11-17 22:07:56
11,17560.5,0.3246,4.0448,5700.1383,71012.8881,FTX,2020-11-17 22:07:56
12,17561.0,0.0002,4.045,3.5122,71016.4003,FTX,2020-11-17 22:07:56
13,17562.0,0.01,4.055,175.62,71192.0203,FTX,2020-11-17 22:07:56
14,17563.0,0.9426,4.9976,16554.8838,87746.9041,FTX,2020-11-17 22:07:56
15,17564.0,0.326,5.3236,5725.864,93472.7681,FTX,2020-11-17 22:07:56
16,17564.5,0.0001,5.3237,1.75645,93474.52455,FTX,2020-11-17 22:07:56
17,17566.5,10.9629,16.2866,192579.78285,286054.3074,FTX,2020-11-17 22:07:56
18,17567.5,11.705,27.9916,205627.5875,491681.8949,FTX,2020-11-17 22:07:56
19,17574.5,0.678,28.6696,11915.511,503597.4059,FTX,2020-11-17 22:07:56
0,17546.5,0.9541,0.9541,16741.11565,16741.11565,FTX,2020-11-17 22:08:00
1,17547.5,0.2016,1.1557,3537.576,20278.69165,FTX,2020-11-17 22:08:00
2,17548.0,0.01,1.1657,175.48,20454.17165,FTX,2020-11-17 22:08:00
3,17549.0,0.0296,1.1953,519.4504,20973.62205,FTX,2020-11-17 22:08:00
4,17550.0,0.709,1.9043,12442.95,33416.57205,FTX,2020-11-17 22:08:00
5,17550.5,0.4271,2.3314,7495.81855,40912.3906,FTX,2020-11-17 22:08:00
6,17551.0,0.0158,2.3472,277.3058,41189.6964,FTX,2020-11-17 22:08:00
7,17551.5,0.1482,2.4954,2601.1323,43790.8287,FTX,2020-11-17 22:08:00
8,17552.0,0.01,2.5054,175.52,43966.3487,FTX,2020-11-17 22:08:00
9,17553.0,0.4447,2.9501,7805.8191,51772.1678,FTX,2020-11-17 22:08:00
10,17555.0,0.8895,3.8396,15615.1725,67387.3403,FTX,2020-11-17 22:08:00
11,17555.5,0.7112,4.5508,12485.4716,79872.8119,FTX,2020-11-17 22:08:00
12,17556.5,0.2187,4.7695,3839.60655,83712.41845,FTX,2020-11-17 22:08:00
13,17558.5,1.7128,6.4823,30074.1988,113786.61725,FTX,2020-11-17 22:08:00
14,17559.5,0.125,6.6073,2194.9375,115981.55475,FTX,2020-11-17 22:08:00
15,17560.5,11.5125,18.1198,202165.25625,318146.811,FTX,2020-11-17 22:08:00
16,17561.0,0.0002,18.12,3.5122,318150.3232,FTX,2020-11-17 22:08:00
17,17564.5,9.2033,27.3233,161651.36285,479801.68605,FTX,2020-11-17 22:08:00
18,17566.5,0.71,28.0333,12472.215,492273.90105,FTX,2020-11-17 22:08:00
19,17567.5,11.705,39.7383,205627.5875,697901.48855,FTX,2020-11-17 22:08:00
0,17546.5,0.9541,0.9541,16741.11565,16741.11565,FTX,2020-11-17 22:08:01
1,17547.5,0.2016,1.1557,3537.576,20278.69165,FTX,2020-11-17 22:08:01
2,17548.0,0.01,1.1657,175.48,20454.17165,FTX,2020-11-17 22:08:01
3,17549.0,0.0296,1.1953,519.4504,20973.62205,FTX,2020-11-17 22:08:01
4,17550.0,0.709,1.9043,12442.95,33416.57205,FTX,2020-11-17 22:08:01
5,17550.5,0.4271,2.3314,7495.81855,40912.3906,FTX,2020-11-17 22:08:01
6,17551.0,0.0158,2.3472,277.3058,41189.6964,FTX,2020-11-17 22:08:01
7,17551.5,0.1482,2.4954,2601.1323,43790.8287,FTX,2020-11-17 22:08:01
8,17552.0,0.01,2.5054,175.52,43966.3487,FTX,2020-11-17 22:08:01
9,17553.0,0.4447,2.9501,7805.8191,51772.1678,FTX,2020-11-17 22:08:01
10,17555.0,0.8895,3.8396,15615.1725,67387.3403,FTX,2020-11-17 22:08:01
11,17555.5,0.7112,4.5508,12485.4716,79872.8119,FTX,2020-11-17 22:08:01
12,17556.5,0.2187,4.7695,3839.60655,83712.41845,FTX,2020-11-17 22:08:01
13,17558.5,1.7128,6.4823,30074.1988,113786.61725,FTX,2020-11-17 22:08:01
14,17559.5,0.125,6.6073,2194.9375,115981.55475,FTX,2020-11-17 22:08:01
15,17560.5,11.5125,18.1198,202165.25625,318146.811,FTX,2020-11-17 22:08:01
16,17561.0,0.0002,18.12,3.5122,318150.3232,FTX,2020-11-17 22:08:01
17,17564.5,9.2033,27.3233,161651.36285,479801.68605,FTX,2020-11-17 22:08:01
18,17566.5,0.71,28.0333,12472.215,492273.90105,FTX,2020-11-17 22:08:01
19,17567.5,11.705,39.7383,205627.5875,697901.48855,FTX,2020-11-17 22:08:01
0,17549.5,0.1424,0.1424,2499.0488,2499.0488,FTX,2020-11-17 22:08:01
1,17550.0,0.01,0.1524,175.5,2674.5488,FTX,2020-11-17 22:08:01
2,17550.5,0.4271,0.5795,7495.81855,10170.36735,FTX,2020-11-17 22:08:01
3,17551.5,0.0593,0.6388,1040.80395,11211.1713,FTX,2020-11-17 22:08:01
4,17552.5,0.1157,0.7545,2030.82425,13241.99555,FTX,2020-11-17 22:08:01
5,17553.0,0.2495,1.004,4379.4735,17621.46905,FTX,2020-11-17 22:08:01
6,17553.5,0.0889,1.0929,1560.50615,19181.9752,FTX,2020-11-17 22:08:01
7,17554.5,0.1187,1.2116,2083.71915,21265.69435,FTX,2020-11-17 22:08:01
8,17555.5,0.4447,1.6563,7806.93085,29072.6252,FTX,2020-11-17 22:08:01
9,17556.5,0.1,1.7563,1755.65,30828.2752,FTX,2020-11-17 22:08:01
10,17557.0,0.01,1.7663,175.57,31003.8452,FTX,2020-11-17 22:08:01
11,17558.5,1.7128,3.4791,30074.1988,61078.044,FTX,2020-11-17 22:08:01
12,17559.5,0.125,3.6041,2194.9375,63272.9815,FTX,2020-11-17 22:08:01
13,17560.0,0.8895,4.4936,15619.62,78892.6015,FTX,2020-11-17 22:08:01
14,17560.5,11.2879,15.7815,198221.16795,277113.76945,FTX,2020-11-17 22:08:01
15,17561.0,0.0002,15.7817,3.5122,277117.28165,FTX,2020-11-17 22:08:01
16,17564.5,0.0001,15.7818,1.75645,277119.0381,FTX,2020-11-17 22:08:01
17,17566.5,0.71,16.4918,12472.215,289591.2531,FTX,2020-11-17 22:08:01
18,17567.5,11.705,28.1968,205627.5875,495218.8406,FTX,2020-11-17 22:08:01
